filter,sl_atr,rr,ev__FULL,ev__OOS,ev__TRAIN,ev__YTD2026,ev_comm__FULL,ev_comm__OOS,ev_comm__TRAIN,ev_comm__YTD2026,ev_stress__FULL,ev_stress__OOS,ev_stress__TRAIN,ev_stress__YTD2026,pf__FULL,pf__OOS,pf__TRAIN,pf__YTD2026,total__FULL,total__OOS,total__TRAIN,total__YTD2026,trades__FULL,trades__OOS,trades__TRAIN,trades__YTD2026,wr__FULL,wr__OOS,wr__TRAIN,wr__YTD2026,score
RANGE_EXPAND_SUPPORT,3.0,1.0,0.05177522943664268,0.12801191006527704,0.018231089960043575,-0.19208844456739874,0.039974680020847926,0.11562569509132362,0.006688233389838614,-0.2057009702191241,0.034074405312950556,0.10943258760434686,0.0009168051047361697,-0.21250723304498684,1.1315332988073943,1.360102734537854,1.0444216087444664,0.611021623612701,13.047357818033955,9.856917075026331,3.190440743007626,-2.4971497793761834,252,77,175,13,0.5277777777777778,0.5584415584415584,0.5142857142857142,0.3076923076923077,0.9060091677985069
RANGE_EXPAND_SUPPORT,2.0,1.0,0.03562700888072216,0.054991448294668954,0.027106655538585562,-0.23076923076923078,0.01792618475703,0.036412125833738804,0.009792370683278142,-0.25118801924681883,0.009075772695183932,0.027122464603273742,0.0011352282556244323,-0.2613974134856129,1.0769796381694856,1.1208772184629316,1.058134413587975,0.625,8.978006237941983,4.23434151868951,4.7436647192524735,-3.0,252,77,175,13,0.5238095238095238,0.5324675324675324,0.52,0.38461538461538464,0.22500504281820585
