filter,sl_atr,rr,ev__FULL,ev__OOS,ev__TRAIN,ev__YTD2026,ev_comm__FULL,ev_comm__OOS,ev_comm__TRAIN,ev_comm__YTD2026,ev_stress__FULL,ev_stress__OOS,ev_stress__TRAIN,ev_stress__YTD2026,maxdd__FULL,maxdd__OOS,maxdd__TRAIN,maxdd__YTD2026,pf__FULL,pf__OOS,pf__TRAIN,pf__YTD2026,total__FULL,total__OOS,total__TRAIN,total__YTD2026,trades__FULL,trades__OOS,trades__TRAIN,trades__YTD2026,wr__FULL,wr__OOS,wr__TRAIN,wr__YTD2026,min_stress_ev,score
ADX20_GAP5_SUPPORT,2.5,0.6,0.0610439565647677,0.0230986794845531,0.0768231806971341,0.0666666666666666,0.0473883647089021,0.0084089393251637,0.0635976307100606,0.0496608313472998,0.0405605687809693,0.0010640692454689,0.0569848557165239,0.0411579136876164,6.274348644784674,2.892658047124172,6.274348644784674,1.0,1.1950433474674746,1.0711176052982927,1.2493761496778342,1.2,8.729285788761782,0.9701445383512328,7.759141250410548,0.3999999999999999,143,42,101,6,0.6433566433566433,0.6190476190476191,0.6534653465346535,0.6666666666666666,0.0010640692454689,0.006895956865034443
