trade_day,window,R,pnl,exit_dt
2026-06-03,LON_H1,0.7935905377734359,1587.1810755468719,2026-06-03 19:00:00+00:00
2026-06-04,NY_H1,0.995826694817414,1991.653389634828,2026-06-05 00:00:00+00:00
2026-06-05,LON_H1,-1.0,-2000.0,2026-06-05 12:00:00+00:00
2026-06-09,NY_H1,-1.0,-2000.0,2026-06-09 15:00:00+00:00
2026-06-15,LON_H1,0.5852163984415414,1170.4327968830828,2026-06-15 19:00:00+00:00
2026-06-17,NY_H1,-1.0,-2000.0,2026-06-17 14:00:00+00:00
2026-06-18,LON_H1,1.5,3000.0,2026-06-18 10:00:00+00:00
2026-06-22,LON_H1,0.8002084831338028,1600.4169662676056,2026-06-22 19:00:00+00:00
2026-06-23,LON_H1,1.2685793911889958,2537.1587823779914,2026-06-23 19:00:00+00:00
2026-06-24,NY_H1,-1.0,-2000.0,2026-06-24 14:00:00+00:00
2026-06-25,LON_H1,-1.0,-2000.0,2026-06-25 11:00:00+00:00
2026-06-26,LON_H1,1.5,3000.0,2026-06-26 12:00:00+00:00
2026-06-29,LON_H1,-1.0,-2000.0,2026-06-29 16:00:00+00:00
2026-07-01,NY_H1,-1.0,-2000.0,2026-07-01 13:00:00+00:00
2026-07-02,LON_OPEN,1.5,3000.0,2026-07-02 12:00:00+00:00
2026-07-06,LON_OPEN,-1.0,-2000.0,2026-07-06 17:00:00+00:00
2026-07-09,LON_H1,0.2112861835204401,422.5723670408802,2026-07-09 19:00:00+00:00
2026-07-16,LON_OPEN,-1.0,-2000.0,2026-07-16 12:00:00+00:00
2026-07-17,NY_H1,-0.4052458331107329,-810.4916662214658,2026-07-20 00:00:00+00:00
2026-07-20,NY_H1,0.1961061632219206,392.21232644384116,2026-07-21 00:00:00+00:00
2026-07-22,NY_H1,0.2205846457989943,441.1692915979886,2026-07-23 00:00:00+00:00
2026-07-23,LON_OPEN,1.5,3000.0,2026-07-23 11:00:00+00:00
2026-07-27,LON_H1,1.1514104084347114,2302.8208168694227,2026-07-27 19:00:00+00:00
2026-07-28,NY_H1,1.5,3000.0,2026-07-28 15:00:00+00:00
2026-07-30,NY_H1,-1.0,-2000.0,2026-07-30 13:00:00+00:00
2026-08-04,LON_OPEN,1.108893920967524,2217.7878419350477,2026-08-04 18:00:00+00:00
2026-08-05,LON_OPEN,0.4299909450012094,859.9818900024187,2026-08-05 18:00:00+00:00
2026-08-07,LON_H1,1.5,3000.0,2026-08-07 12:00:00+00:00
