strategy,rr,max_tp_day_pct,profitable_day_possible,full_n,full_wr,full_ev,full_pf,full_totalR,y26_n,y26_wr,y26_ev,y26_pf,y26_totalR,fullsim_trades_used,fullsim_payouts,fullsim_breaches,fullsim_accounts_used,fullsim_user_paid,fullsim_net_cash,fullsim_payout_before_breach_rate,fullsim_resolved_accounts,fullsim_successful_accounts,fullsim_avg_first_payout_days,fullsim_median_first_payout_days,fullsim_first_portfolio_payout_date,fullsim_first_portfolio_payout_days,fullsim_median_gap_days,y26sim_trades_used,y26sim_payouts,y26sim_breaches,y26sim_accounts_used,y26sim_user_paid,y26sim_net_cash,y26sim_payout_before_breach_rate,y26sim_resolved_accounts,y26sim_successful_accounts,y26sim_avg_first_payout_days,y26sim_median_first_payout_days,y26sim_first_portfolio_payout_date,y26sim_first_portfolio_payout_days,y26sim_median_gap_days
ADX_RISE,0.15,0.40499999999999997,False,3560,0.8617977528089887,0.0005796591511733461,1.0045052431268862,2.0635865781771123,135,0.8666666666666667,0.005461613407085959,1.0438548591844101,0.7373178099566045,3335,0,12,14,0.0,-7686.0,0.0,12,0,,,,,,126,0,1,3,0.0,-1647.0,0.0,1,0,,,,,
ADX_RISE,0.2,0.54,True,3560,0.824438202247191,0.0015560721165032516,1.0095332802990817,5.539616734751576,135,0.8444444444444444,0.02771024311882801,1.1962778645997212,3.7408828210417813,3335,204,187,189,463751.41202436015,359990.41202436015,0.7340425531914894,188,138,39.7463768115942,22.0,2012-01-17,16.0,18.0,126,11,9,11,25903.937469025444,19864.937469025444,0.8,10,8,24.125,19.5,2026-01-19,18.0,17.5
ADX_RISE,0.25,0.675,True,3560,0.7907303370786517,0.005182182924955642,1.0269866673000763,18.448571212842086,135,0.8,0.026020233911340434,1.1495589659436638,3.5127315780309587,3335,177,177,179,502461.30770504184,404190.30770504184,0.6910112359550562,178,123,43.39837398373984,29.0,2012-01-17,16.0,21.5,126,9,8,10,25506.878319887153,20016.878319887153,0.7777777777777778,9,7,34.142857142857146,20.0,2026-01-19,18.0,23.0
ADX_RISE,0.3,0.8099999999999999,True,3560,0.7609550561797753,0.011482632250326315,1.0532081769465005,40.87817081116168,135,0.762962962962963,0.023676706475726096,1.1162769213260635,3.196355374223023,3335,170,192,194,588024.0277427152,481518.0277427152,0.6666666666666666,192,128,44.0859375,30.0,2012-02-16,46.0,21.0,126,7,7,9,24884.127132520873,19943.127132520873,0.7142857142857143,7,5,39.4,17.0,2026-01-19,18.0,26.0
ADX_RISE,0.4,1.08,True,3560,0.698876404494382,0.011486135826133366,1.0432785576478938,40.890643541034784,135,0.7037037037037037,0.024019740665268713,1.094146232536355,3.242664989811276,3335,131,166,168,605863.7309864527,513631.73098645266,0.5748502994011976,167,96,57.333333333333336,41.0,2012-02-16,46.0,30.5,126,6,6,8,27437.422392878205,23045.422392878205,0.5714285714285714,7,4,46.5,40.5,2026-03-13,71.0,22.0
ADX_RISE,0.5,1.35,True,3560,0.6519662921348315,0.018404776784554995,1.061058347888914,65.52100535301578,135,0.6518518518518519,0.01615058486936815,1.0530161181751025,2.1803289573647002,3335,114,159,161,654867.7160587718,566478.7160587718,0.53125,160,85,58.4,47.0,2012-03-08,67.0,31.0,126,5,7,9,28131.83522739763,23190.83522739763,0.5,8,4,54.5,57.5,2026-03-31,89.0,32.0
ADX_RISE,0.6,1.6199999999999999,True,3560,0.6109550561797753,0.021491067586192937,1.0649072119270167,76.50820060684686,135,0.5851851851851851,-0.004986396971595986,0.9856132587716767,-0.6731635911654581,3335,106,168,170,736561.3426181697,643231.3426181697,0.49404761904761907,168,83,59.036144578313255,47.0,2012-03-08,67.0,35.0,126,3,6,8,20813.816369809283,16421.816369809283,0.3333333333333333,6,2,83.5,83.5,2026-02-23,53.0,51.0
ADX_RISE,0.75,2.025,True,3560,0.5634831460674158,0.028677315163884644,1.079392863087607,102.09124198342933,135,0.5481481481481482,0.012890561402292038,1.0353289262278118,1.740225789309425,3335,81,142,144,709298.007893035,630242.007893035,0.45774647887323944,142,65,85.78461538461538,72.0,2012-03-02,61.0,40.5,126,3,7,9,26115.43983103599,21174.43983103599,0.2857142857142857,7,2,60.5,60.5,2026-02-13,43.0,56.0
ADX_RISE,1.0,2.7,True,3560,0.5160112359550562,0.043866058742641025,1.1119211483757965,156.16316912380205,135,0.5185185185185185,0.050752165132291145,1.1325061824653864,6.851542292859305,3335,74,146,148,873669.8417660452,792417.8417660452,0.4452054794520548,146,65,83.47692307692307,69.0,2012-03-08,67.0,56.0,126,3,5,7,32861.31151225307,29018.311512253073,0.4,5,2,39.0,39.0,2026-02-23,53.0,56.0
ADX_RISE,1.5,4.05,True,3560,0.4702247191011236,0.05930218280457695,1.1410934432612827,211.11577078429394,135,0.48148148148148145,0.0847107455020301,1.2146322416816422,11.435950642774063,3335,55,131,133,953666.1254498379,880649.1254498379,0.3969465648854962,131,52,128.1346153846154,97.5,2012-03-06,65.0,79.0,126,2,5,7,33410.766563674915,29567.766563674915,0.4,5,2,50.0,50.0,2026-02-23,53.0,101.0
DI_ALIGN,0.15,0.40499999999999997,False,4364,0.8609074243813015,-0.0010430653742608,0.9919846413897719,-4.551937293274131,173,0.8439306358381503,-0.022616660058054305,0.8484201617934684,-3.9126821900433946,4145,0,6,8,0.0,-4392.0,0.0,6,0,,,,,,164,0,2,4,0.0,-2196.0,0.0,2,0,,,,,
DI_ALIGN,0.2,0.54,True,4364,0.8253895508707608,0.0033884484084188283,1.0209854871512185,14.787188854339767,173,0.8265895953757225,0.002029370042377952,1.0124281222069693,0.35108101733138564,4145,233,211,213,568681.1105678083,451744.11056780827,0.7251184834123223,211,153,34.928104575163395,23.0,2012-01-17,16.0,15.0,164,8,7,9,20630.334997435784,15689.334997435784,0.875,8,7,42.42857142857143,27.0,2026-01-19,18.0,20.0
DI_ALIGN,0.25,0.675,True,4364,0.7928505957836847,0.00807832067034737,1.042636153688563,35.25379140539592,173,0.791907514450867,0.004802556675189548,1.024861258095901,0.8308423048077918,4145,214,214,216,637210.5177473561,518626.5177473561,0.6728971962616822,214,144,36.729166666666664,24.0,2012-01-17,16.0,17.0,164,11,10,12,31457.72852792953,24869.72852792953,0.8,10,8,21.0,17.0,2026-01-26,25.0,15.5
DI_ALIGN,0.3,0.8099999999999999,True,4364,0.7577910174152154,0.008736824892344005,1.040174525856242,38.127503830189234,173,0.7745664739884393,0.02551890968818918,1.1233685390821533,4.414771376056728,4145,185,206,208,669704.1650682245,555512.1650682245,0.6456310679611651,206,133,36.932330827067666,28.0,2012-04-04,94.0,18.0,164,9,7,9,31889.72852792953,26948.72852792953,0.7142857142857143,7,5,34.2,24.0,2026-01-26,25.0,18.0
DI_ALIGN,0.4,1.08,True,4364,0.6879010082493126,-0.002543554932211412,0.9907299671329632,-11.100073724170603,173,0.6936416184971098,0.00286556044477782,1.010465692415904,0.49574195694656287,4145,153,226,228,720582.5823795197,595410.5823795197,0.5486725663716814,226,124,38.41129032258065,28.5,2012-03-23,82.0,22.0,164,8,12,14,35977.20641464515,28291.206414645152,0.6666666666666666,12,8,29.5,20.5,2026-01-29,28.0,23.0
DI_ALIGN,0.5,1.35,True,4364,0.6393217231897342,0.0007197020272048177,1.0023096074458864,3.1407796467218247,173,0.6589595375722543,0.014149038710318996,1.0458658818068645,2.4477836968851863,4145,144,234,236,829214.5068444423,699650.5068444423,0.5085470085470085,234,119,41.95798319327731,28.0,2012-03-13,72.0,24.0,164,5,8,10,28762.828493473284,23272.828493473284,0.5,8,4,45.75,37.0,2026-02-03,33.0,45.5
DI_ALIGN,0.6,1.6199999999999999,True,4364,0.597846012832264,0.0014803790576355677,1.0043209860294688,6.4603742075216175,173,0.6011560693641619,0.009457136162336361,1.0279213754294172,1.6360845560841906,4145,119,227,229,837041.8912496655,711320.8912496655,0.4713656387665198,227,107,42.570093457943926,31.0,2012-03-13,72.0,28.5,164,4,7,9,28114.379114044783,23173.379114044783,0.5714285714285714,7,4,37.5,36.0,2026-02-02,32.0,53.0
DI_ALIGN,0.75,2.025,True,4364,0.5508707607699358,0.006651224082018663,1.0177295403091082,29.025941893929446,173,0.5549132947976878,0.008838037554912408,1.023720834056051,1.5289804969998464,4145,99,215,217,875489.4824587402,756356.4824587402,0.4,215,86,55.91860465116279,40.5,2012-03-07,66.0,37.5,164,4,8,10,35806.53183078091,30316.531830780907,0.5,8,4,70.25,37.0,2026-04-07,96.0,36.0
DI_ALIGN,1.0,2.7,True,4364,0.5025206232813932,0.01858507366398403,1.0453932123909477,81.10526146962631,173,0.5144508670520231,0.027521275710352785,1.068448193298164,4.761180697891032,4145,90,201,203,1049011.5545786065,937564.5545786065,0.36318407960199006,201,73,61.205479452054796,56.0,2012-03-09,68.0,43.0,164,5,11,13,57356.27450931783,50219.27450931783,0.36363636363636365,11,4,35.25,32.0,2026-02-02,32.0,31.5
DI_ALIGN,1.5,4.05,True,4364,0.458295142071494,0.03151801451691307,1.0718703195419095,137.54461535180863,173,0.48554913294797686,0.0648440945096714,1.1596280519612634,11.218028350173151,4145,58,168,170,1019373.1118535462,926043.1118535462,0.30952380952380953,168,52,84.75,76.0,2012-03-09,68.0,59.0,164,2,4,6,36489.02480264774,33195.02480264774,0.25,4,1,73.0,73.0,2026-03-30,88.0,45.0
ADX_DI,0.15,0.40499999999999997,False,2379,0.8692728036990333,0.007741499094763561,1.0631395427661625,18.417026346442512,86,0.8604651162790697,0.0033409047669372602,1.0265722976877258,0.2873178099566044,2309,0,6,8,0.0,-4392.0,0.0,6,0,,,,,,83,0,1,3,0.0,-1647.0,0.0,1,0,,,,,
ADX_DI,0.2,0.54,True,2379,0.8335435056746532,0.011557945399796479,1.074559783850408,27.496352106115822,86,0.8488372093023255,0.03896605834106263,1.2979024937857981,3.351081017331386,2309,154,119,121,338326.89653071156,271897.89653071156,0.7666666666666667,120,92,55.16304347826087,31.0,2012-01-17,16.0,26.0,83,8,5,7,17712.0,13869.0,0.8333333333333334,6,5,22.4,21.0,2026-01-20,19.0,26.0
ADX_DI,0.25,0.675,True,2379,0.7986548970155527,0.014350192492399536,1.0776900056605538,34.139107939418494,86,0.813953488372093,0.04745165470706735,1.3041056970565201,4.080842304807792,2309,137,122,124,378706.0243698941,310630.0243698941,0.7479674796747967,123,92,64.08695652173913,47.0,2012-01-17,16.0,28.0,83,6,3,5,17249.950377904017,14504.950377904017,0.75,4,3,69.33333333333333,70.0,2026-01-20,19.0,31.0
ADX_DI,0.3,0.8099999999999999,True,2379,0.7688104245481294,0.021152517123711502,1.1015402216122618,50.32183823730966,86,0.7906976744186046,0.0652880392564736,1.3797554653273434,5.61477137605673,2309,110,114,116,376937.19052306644,313253.19052306644,0.7280701754385965,114,83,75.53012048192771,60.0,2012-01-17,16.0,29.0,83,7,5,7,23803.237171801724,19960.237171801724,0.8,5,4,56.0,61.5,2026-03-06,64.0,15.0
ADX_DI,0.4,1.08,True,2379,0.7036569987389659,0.01776869790218533,1.068194377498693,42.2717323092989,86,0.7325581395348837,0.07512884874005796,1.3447947551704666,6.461080991644984,2309,96,119,121,439503.6643856234,373074.6643856234,0.6218487394957983,119,74,81.60810810810811,55.0,2012-07-06,187.0,41.0,83,6,6,8,26848.284380949044,22456.284380949044,0.8333333333333334,6,5,29.8,28.0,2026-02-18,48.0,27.0
ADX_DI,0.5,1.35,True,2379,0.655317360235393,0.022492742284706477,1.0753394007701698,53.51023389531671,86,0.6744186046511628,0.05792634462144162,1.209852252989728,4.981665637443979,2309,88,123,125,497715.0641112777,429090.0641112777,0.5853658536585366,123,72,80.51388888888889,64.0,2012-03-23,82.0,42.0,83,3,3,5,17367.08249039365,14622.082490393648,0.6666666666666666,3,2,56.0,56.0,2026-03-13,71.0,37.0
ADX_DI,0.6,1.6199999999999999,True,2379,0.6145439260193358,0.025028554988768156,1.076047490947857,59.54293231827944,86,0.6046511627906976,0.04575920879275289,1.146373409492238,3.9352919561767483,2309,85,135,137,585672.7504181971,510459.75041819713,0.5259259259259259,135,71,76.46478873239437,63.0,2012-05-15,135.0,44.5,83,1,1,3,7314.082228010148,5667.082228010148,1.0,1,1,70.0,70.0,2026-03-13,71.0,
ADX_DI,0.75,2.025,True,2379,0.5657839428331232,0.031885932373435906,1.0887503384399946,75.85663311640403,86,0.5697674418604651,0.0635200690937959,1.1891179016520426,5.462725942066447,2309,63,111,113,549734.443125726,487697.44312572596,0.4774774774774775,111,53,93.62264150943396,78.0,2012-03-08,67.0,59.5,83,2,2,4,18307.143821523663,16111.143821523663,1.0,2,2,108.5,108.5,2026-03-06,64.0,91.0
ADX_DI,1.0,2.7,True,2379,0.5199663724253888,0.049207707191573136,1.1261769623736682,117.06513540875248,86,0.5348837209302325,0.10037945584760354,1.2815844014079567,8.632633202893905,2309,56,108,110,655821.2073379327,595431.2073379327,0.44954128440366975,109,49,101.77551020408163,94.0,2012-03-08,67.0,71.0,83,2,2,4,22840.169978272126,20644.169978272126,1.0,2,2,163.5,163.5,2026-06-03,153.0,23.0
ADX_DI,1.5,4.05,True,2379,0.47330811265237493,0.06668672113240466,1.1592534377706356,158.64770957399068,86,0.5116279069767442,0.17709552193694644,1.4946210891986436,15.230214886577395,2309,43,104,106,741743.5674429574,683549.5674429574,0.3904761904761905,105,41,142.65853658536585,118.0,2012-03-08,67.0,99.0,83,2,3,5,33527.903245496316,30782.903245496316,0.6666666666666666,3,2,107.5,107.5,2026-03-06,64.0,89.0
ADX_RANGE,0.15,0.40499999999999997,False,2557,0.8607743449354712,-0.0011707176291057718,0.991011737181242,-2.9935249776234585,78,0.8333333333333334,-0.03406969688375209,0.7858190620137401,-2.6574363569326627,2474,0,9,11,0.0,-6039.0,0.0,9,0,,,,,,78,0,1,3,0.0,-1647.0,0.0,1,0,,,,,
ADX_RANGE,0.2,0.54,True,2557,0.8247946812671099,0.0004548691919548579,1.0027664272688297,1.1631005238285717,78,0.8076923076923077,-0.0135111711006088,0.9228151987701275,-1.0538713458474864,2474,164,138,140,360986.5301067353,284126.5301067353,0.7028985507246377,138,97,53.329896907216494,37.0,2012-03-02,61.0,21.0,78,4,3,5,8640.0,5895.0,0.6666666666666666,3,2,19.0,19.0,2026-01-19,18.0,25.0
ADX_RANGE,0.25,0.675,True,2557,0.7888150175987485,0.0011517123024599027,1.005891655277284,2.944928357389971,78,0.7692307692307693,-0.010565513568859979,0.9479206062564562,-0.8241100583710783,2474,144,137,139,398320.2629784719,322009.2629784719,0.6277372262773723,137,86,56.98837209302326,39.0,2012-04-02,92.0,25.0,78,2,3,5,5537.728527929529,2792.7285279295293,0.6666666666666666,3,2,71.5,71.5,2026-01-19,18.0,137.0
ADX_RANGE,0.3,0.8099999999999999,True,2557,0.7590926867422761,0.0075934619352744,1.0346659167295866,19.41648216849664,78,0.7435897435897436,0.0026899873445879485,1.012205747748383,0.20981901287785998,2474,118,122,124,402093.92805655114,334017.92805655114,0.6065573770491803,122,74,70.0945945945946,42.5,2012-03-22,81.0,28.0,78,4,5,7,13176.0,9333.0,0.8,5,4,35.5,27.5,2026-01-19,18.0,21.0
ADX_RANGE,0.4,1.08,True,2557,0.6992569417285882,0.008786968859840436,1.0327420384637924,22.468279374611996,78,0.7051282051282052,0.028694071682500252,1.1132553979447974,2.2381375912350197,2474,101,128,130,456904.85557390633,385534.85557390633,0.5546875,128,71,74.56338028169014,63.0,2012-05-17,137.0,38.0,78,2,3,5,8640.0,5895.0,0.6666666666666666,3,2,27.5,27.5,2026-02-09,39.0,45.0
ADX_RANGE,0.5,1.35,True,2557,0.6511536957371921,0.013499522435692482,1.0440600710277235,34.51827886806568,78,0.6538461538461539,0.022766686651133936,1.0757439961034367,1.775801558788447,2474,85,122,124,483213.6702066028,415137.6702066028,0.5,122,61,76.57377049180327,59.0,2012-11-07,311.0,40.0,78,2,2,4,10999.937469025444,8803.937469025444,0.5,2,1,25.0,25.0,2026-02-09,39.0,45.0
ADX_RANGE,0.6,1.6199999999999999,True,2557,0.6120453656628861,0.01749744111095823,1.0521205853035327,44.740956920720194,78,0.5897435897435898,0.0006225527457268961,1.0017870995340474,0.04855911416669789,2474,78,129,131,538257.8362253141,466338.83622531407,0.46511627906976744,129,60,81.78333333333333,71.0,2012-03-14,73.0,48.0,78,2,4,6,13375.937469025444,10081.937469025444,0.25,4,1,25.0,25.0,2026-02-09,39.0,45.0
ADX_RANGE,0.75,2.025,True,2557,0.5608134532655455,0.020898648240229436,1.0569244155563393,53.43784355026666,78,0.5641025641025641,0.021717889197426867,1.0601304068639734,1.6939953573992956,2474,67,132,134,582636.9353916933,509070.93539169326,0.42424242424242425,132,56,88.94642857142857,75.0,2012-02-24,54.0,65.0,78,1,2,4,8100.0,5904.0,0.5,2,1,34.0,34.0,2026-02-18,48.0,
ADX_RANGE,1.0,2.7,True,2557,0.5131012905748924,0.037213784728571925,1.0935081999955372,95.1556475509584,78,0.5512820512820513,0.08154979673336403,1.222678763749291,6.3608841452023945,2474,59,121,123,688823.0365477675,621296.0365477675,0.39669421487603307,121,48,105.5625,82.5,2012-11-15,319.0,70.0,78,1,2,4,12271.1273078023,10075.1273078023,0.5,2,1,50.0,50.0,2026-03-06,64.0,
ADX_RANGE,1.5,4.05,True,2557,0.4704732107938991,0.05745471352607218,1.1350561159629275,146.91170248616658,78,0.5256410256410257,0.11053776612592728,1.2878405494077498,8.621945757822328,2474,40,101,103,699932.490405682,643385.490405682,0.33663366336633666,101,34,148.58823529411765,116.5,2012-12-03,337.0,112.0,78,1,3,5,17848.850075768365,15103.850075768365,0.3333333333333333,3,1,50.0,50.0,2026-03-06,64.0,
ADX_DI_RANGE,0.15,0.40499999999999997,False,1901,0.8648079957916885,0.001986128614993468,1.015554916864644,3.7756304971025827,59,0.847457627118644,-0.015380277236146824,0.8920674128940148,-0.9074363569326626,1875,0,6,8,0.0,-4392.0,0.0,6,0,,,,,,59,0,0,2,0.0,-1098.0,,0,0,,,,,
ADX_DI_RANGE,0.2,0.54,True,1901,0.8295633876906892,0.004818152422147434,1.029923050087856,9.159307754502272,59,0.8305084745762712,0.01620892966851047,1.108136837970988,0.9563268504421176,1875,132,99,101,287194.7511126414,231745.75111264142,0.7171717171717171,99,71,65.98591549295774,43.0,2012-03-02,61.0,30.0,59,4,2,4,8640.0,6444.0,1.0,2,2,25.0,25.0,2026-01-22,21.0,32.0
ADX_DI_RANGE,0.25,0.675,True,1901,0.7916885849552867,0.004074998682925735,1.0210908423055505,7.746572496241821,59,0.7966101694915254,0.029425222676585164,1.173367627140036,1.7360881379185247,1875,125,123,125,342413.57028439036,273788.57028439036,0.6910569105691057,123,85,54.89411764705882,38.0,2012-02-24,54.0,34.0,59,2,2,4,5572.284380949044,3376.284380949044,1.0,2,2,52.0,52.0,2026-03-17,75.0,52.0
ADX_DI_RANGE,0.3,0.8099999999999999,True,1901,0.7611783271962125,0.01020724586240108,1.0470443482040501,19.40397438442445,59,0.7627118644067796,0.03593249507063498,1.1862935338421872,2.1200172091674636,1875,101,105,107,343667.4794914752,284924.4794914752,0.6571428571428571,105,69,62.52173913043478,48.0,2012-03-09,68.0,42.0,59,2,1,3,6976.284380949044,5329.284380949044,1.0,1,1,70.0,70.0,2026-03-13,71.0,56.0
ADX_DI_RANGE,0.4,1.08,True,1901,0.6985796948974224,0.0075964474864220165,1.0282489811242523,14.440846671688254,59,0.711864406779661,0.04827687775465465,1.204157421232779,2.8483357875246242,1875,83,108,110,377427.5246942353,317037.5246942353,0.5648148148148148,108,61,72.57377049180327,60.0,2012-03-16,75.0,53.0,59,2,2,4,9254.676773123665,7058.676773123665,1.0,2,2,107.5,107.5,2026-04-10,99.0,19.0
ADX_DI_RANGE,0.5,1.35,True,1901,0.6496580746975276,0.01108000184600799,1.0360338679819396,21.06308350926119,59,0.6610169491525424,0.038456278530908786,1.133846471053493,2.2689204333236184,1875,74,110,112,420503.88463169744,359015.88463169744,0.5272727272727272,110,58,72.03448275862068,49.0,2012-04-02,92.0,51.0,59,2,3,5,11846.676773123665,9101.676773123665,0.6666666666666666,3,2,94.0,94.0,2026-04-06,95.0,0.0
ADX_DI_RANGE,0.6,1.6199999999999999,True,1901,0.6091530773277223,0.011279097826263709,1.0332482030224721,21.44156496772731,59,0.5932203389830508,0.015960643876302864,1.0478521497718605,0.9416779887018689,1875,61,106,108,422391.5194875805,363099.5194875805,0.4811320754716981,106,51,85.37254901960785,71.0,2012-03-02,61.0,67.5,59,2,4,6,13574.676773123665,10280.676773123665,0.5,4,2,80.5,80.5,2026-03-17,75.0,13.0
ADX_DI_RANGE,0.75,2.025,True,1901,0.5560231457127828,0.012698149713221267,1.0341781506244798,24.13918260483363,59,0.559322033898305,0.02829003346765368,1.0807156781675744,1.669111974591567,1875,47,99,101,411304.90761868696,355855.90761868696,0.43434343434343436,99,43,111.65116279069767,87.0,2012-03-23,82.0,100.5,59,1,2,4,8107.830933287496,5911.830933287496,0.5,2,1,74.0,74.0,2026-03-17,75.0,
ADX_DI_RANGE,1.0,2.7,True,1901,0.5139400315623356,0.037103576876376165,1.092872593902221,70.53389964199108,59,0.5423728813559322,0.07148838797674409,1.200160403624555,4.217814890627901,1875,43,91,93,499410.76736332907,448353.76736332907,0.42857142857142855,91,39,133.33333333333334,115.0,2012-03-16,75.0,97.5,59,0,0,2,0.0,-1098.0,,0,0,,,,,
ADX_DI_RANGE,1.5,4.05,True,1901,0.47290899526564967,0.06348826669459155,1.149291645675505,120.69119498641855,59,0.5423728813559322,0.15944926715611626,1.446442150604797,9.40750676221086,1875,30,70,72,520328.42104280915,480800.42104280915,0.4,70,28,214.25,175.0,2012-03-09,68.0,155.0,59,0,0,2,0.0,-1098.0,,0,0,,,,,
ADX_DI_DIRECTION,0.15,0.40499999999999997,False,2920,0.8681506849315068,0.006216444789326486,1.0501433269023426,18.152018784833338,105,0.8666666666666667,0.00797445533292004,1.0653507046797177,0.8373178099566042,2756,0,8,10,0.0,-5490.0,0.0,8,0,,,,,,99,0,0,2,0.0,-1098.0,,0,0,,,,,
ADX_DI_DIRECTION,0.2,0.54,True,2920,0.8328767123287671,0.010868944011093586,1.0698873647754612,31.73731651239327,105,0.8571428571428571,0.04524839064125128,1.358601409182624,4.751081017331384,2756,197,159,161,439021.087335826,350632.087335826,0.7735849056603774,159,123,45.13821138211382,30.0,2012-01-17,16.0,19.0,99,11,5,7,24192.0,20349.0,0.8,5,4,18.0,18.0,2026-01-20,19.0,17.5
