trades,win_rate,ev_R,PF,total_R,avg_stop_pips,median_stop_pips,ytd_2026_trades,ytd_2026_ev_R
930,0.4978494623655914,0.15294616019517124,1.342232623994177,142.23992898150925,29.561667507659724,27.574389817353303,28,0.2863306638995317
