variant,signal_dt,exit_dt,R,R_after_comm,R_after_comm_0p2,stop_pips,dir,cdir,didir,adx,adx_prev
RISE_CANDLE,2012-07-23 06:00:00+00:00,2012-07-23 10:00:00+00:00,-1.0,-1.009810152289652,-1.0147152284344783,40.77408670015487,-1,-1,-1,47.76689791501936,46.13039994353992
RISE_CANDLE,2012-08-14 06:00:00+00:00,2012-08-14 12:00:00+00:00,-1.0,-1.013298244799229,-1.0199473671988435,30.079157515824342,1,1,1,29.697424856760602,28.35157371636823
RISE_CANDLE,2012-08-20 06:00:00+00:00,2012-08-20 10:00:00+00:00,-1.0,-1.012147407326329,-1.0182211109894936,32.928837343999675,1,1,1,15.56937115689387,14.873300674796207
RISE_CANDLE,2012-08-21 06:00:00+00:00,2012-08-21 10:00:00+00:00,1.5,1.4852108492541474,1.4778162738812213,27.046853931905158,1,1,1,19.760075492173915,17.842039722615333
RISE_CANDLE,2012-08-23 06:00:00+00:00,2012-08-23 18:00:00+00:00,0.02626981298531769,0.01671715371793417,0.01194082408424241,41.873156866984154,1,1,1,43.15351714858493,42.37485986582184
RISE_CANDLE,2012-08-27 06:00:00+00:00,2012-08-27 08:00:00+00:00,-1.0,-1.012769436698629,-1.0191541550479435,31.324796029800186,-1,-1,-1,16.796659520896807,16.27632175225752
RISE_CANDLE,2012-08-28 06:00:00+00:00,2012-08-28 07:00:00+00:00,-1.0,-1.015233987974466,-1.0228509819616993,26.257077310973596,-1,-1,-1,19.695259761213975,19.562635914016234
RISE_CANDLE,2012-08-30 06:00:00+00:00,2012-08-30 14:00:00+00:00,1.5,1.48538898846775,1.478083482701625,27.37661243488197,-1,-1,1,14.420201394451619,13.22406932048403
RISE_CANDLE,2012-09-11 06:00:00+00:00,2012-09-11 11:00:00+00:00,-1.0,-1.0119229498358502,-1.0178844247537753,33.54874469045163,1,1,1,31.21409204928735,30.10711090622012
RISE_CANDLE,2012-09-18 06:00:00+00:00,2012-09-18 08:00:00+00:00,-1.0,-1.009916922624812,-1.014875383937218,40.335093368501816,1,1,-1,16.49124065955603,15.839938723193093
RISE_CANDLE,2012-09-20 06:00:00+00:00,2012-09-20 18:00:00+00:00,-0.12730434069053892,-0.13656283819530454,-0.14119208694768734,43.203554334178776,-1,-1,-1,25.28907027856569,23.03033103174833
RISE_CANDLE,2012-09-25 06:00:00+00:00,2012-09-25 18:00:00+00:00,0.20818334445872452,0.19838648119007887,0.19348804955575605,40.829394984022976,1,1,-1,17.313269889498024,16.113828494054
RISE_CANDLE,2012-09-26 06:00:00+00:00,2012-09-26 15:00:00+00:00,-1.0,-1.0099406147724965,-1.0149109221587447,40.2389599792874,1,1,-1,21.868983902263096,20.057110396827305
RISE_CANDLE,2012-09-27 06:00:00+00:00,2012-09-27 17:00:00+00:00,-1.0,-1.0115588858816529,-1.0173383288224793,34.60541129097118,-1,-1,1,22.715433925848835,22.410569359787967
RISE_CANDLE,2012-10-03 06:00:00+00:00,2012-10-03 08:00:00+00:00,-1.0,-1.0127254351998352,-1.0190881527997526,31.433109651541272,-1,-1,-1,18.313017885330456,17.932256060732378
RISE_CANDLE,2012-10-04 06:00:00+00:00,2012-10-04 14:00:00+00:00,1.5,1.4880272499722804,1.4820408749584206,33.409199981116394,1,1,1,15.505043727749804,13.769242887715615
RISE_CANDLE,2012-10-10 06:00:00+00:00,2012-10-10 18:00:00+00:00,0.6273562169431013,0.6179222888687693,0.6132053248316033,42.400153663279276,1,1,-1,47.96710511310406,47.76063575020314
RISE_CANDLE,2012-10-15 06:00:00+00:00,2012-10-15 18:00:00+00:00,0.5527837768863468,0.5424994275489269,0.537357252880217,38.894050257957176,1,1,-1,29.552067505652694,28.861116156953106
RISE_CANDLE,2012-10-16 06:00:00+00:00,2012-10-16 11:00:00+00:00,1.5,1.488470113200432,1.482705169800648,34.692448152655494,1,1,1,17.170717459053037,15.58441390015976
RISE_CANDLE,2012-10-17 06:00:00+00:00,2012-10-17 18:00:00+00:00,0.2963812610483096,0.2865018856800315,0.2815621979958925,40.488389709775554,1,1,1,42.48706146128727,41.30264576177682
RISE_CANDLE,2012-10-23 06:00:00+00:00,2012-10-23 12:00:00+00:00,1.5,1.486377126360715,1.4795656895410725,29.362380551376482,-1,-1,-1,14.478303758164296,14.27509742715901
RISE_CANDLE,2012-10-25 06:00:00+00:00,2012-10-25 18:00:00+00:00,1.1663715022167251,1.155934173337828,1.1507155088983798,38.32398160881503,-1,-1,1,19.379440116411015,17.839622485382524
RISE_CANDLE,2012-10-29 07:00:00+00:00,2012-10-29 19:00:00+00:00,0.033287262052304444,0.0211828031241753,0.015130573660110728,33.04567369553822,-1,-1,-1,16.66103780549183,15.481351750917389
RISE_CANDLE,2012-10-31 07:00:00+00:00,2012-10-31 11:00:00+00:00,1.5,1.4852444393284774,1.4778666589927163,27.108424336052494,1,1,1,30.235670086159683,29.193029498505023
RISE_CANDLE,2012-11-13 07:00:00+00:00,2012-11-13 11:00:00+00:00,-1.0,-1.0156137577318776,-1.0234206365978165,25.618432594438524,-1,-1,-1,22.10910597090988,21.771592806899598
RISE_CANDLE,2012-11-19 07:00:00+00:00,2012-11-19 15:00:00+00:00,-1.0,-1.0121670738349169,-1.0182506107523752,32.87561211735945,-1,-1,1,21.04314504245252,20.772429292769168
RISE_CANDLE,2012-11-21 07:00:00+00:00,2012-11-21 19:00:00+00:00,1.286598544951932,1.2771901460857384,1.2724859466526417,42.51520430721632,1,1,-1,26.92643145517129,25.73790614357476
RISE_CANDLE,2012-11-22 07:00:00+00:00,2012-11-22 19:00:00+00:00,0.8704798916389681,0.8573899684564267,0.850845006865156,30.557856942468245,1,1,1,27.201491100534252,26.802358712904105
RISE_CANDLE,2012-11-28 07:00:00+00:00,2012-11-28 11:00:00+00:00,-1.0,-1.0137403687633424,-1.0206105531450138,29.111300205213418,1,1,-1,27.097365755231547,26.366104793877568
RISE_CANDLE,2012-12-03 07:00:00+00:00,2012-12-03 19:00:00+00:00,0.5825063224129401,0.5709141567927825,0.5651180739827036,34.506063241922604,1,1,1,23.16055409135902,22.850089568901485
RISE_CANDLE,2012-12-04 07:00:00+00:00,2012-12-04 19:00:00+00:00,0.7070070033786783,0.6945487301913887,0.688319593597744,32.107178417639595,1,1,1,29.74833732235012,28.44147709776928
RISE_CANDLE,2012-12-05 07:00:00+00:00,2012-12-05 10:00:00+00:00,-1.0,-1.0139240040005564,-1.0208860060008347,28.727368936694898,1,1,1,47.01777908449509,45.88777462487063
RISE_CANDLE,2012-12-13 07:00:00+00:00,2012-12-13 19:00:00+00:00,0.30431211590456714,0.29189121321458456,0.2856807618695933,32.203778580650095,-1,-1,1,45.711266351395196,45.29926246977232
RISE_CANDLE,2012-12-27 07:00:00+00:00,2012-12-27 15:00:00+00:00,-1.0,-1.0150998688018855,-1.0226498032028284,26.490296389201163,1,1,1,36.82347264295911,35.95573527519348
RISE_CANDLE,2012-12-31 07:00:00+00:00,2012-12-31 13:00:00+00:00,-1.0,-1.0118563882512333,-1.0177845823768497,33.737086836574925,-1,-1,-1,17.882835995240736,16.364624680262637
RISE_CANDLE,2013-01-16 07:00:00+00:00,2013-01-16 11:00:00+00:00,-1.0,-1.0083664237324155,-1.0125496355986232,47.81015315423388,-1,-1,-1,27.23550098283961,26.5583309906994
RISE_CANDLE,2013-01-22 07:00:00+00:00,2013-01-22 09:00:00+00:00,1.5,1.4877235272713887,1.481585290907083,32.58264884731664,-1,-1,1,26.12589436288682,24.330786532630405
RISE_CANDLE,2013-01-23 07:00:00+00:00,2013-01-23 09:00:00+00:00,-1.0,-1.011136366123311,-1.0167045491849667,35.918359325732155,-1,-1,-1,22.624465652778923,21.979607773889917
RISE_CANDLE,2013-02-05 07:00:00+00:00,2013-02-05 09:00:00+00:00,1.5,1.4906482690137692,1.4859724035206539,42.7728300342419,1,1,-1,55.99927775374091,54.33736884036101
RISE_CANDLE,2013-02-06 07:00:00+00:00,2013-02-06 19:00:00+00:00,0.09336940190285503,0.08488127445714086,0.08063721073428377,47.124645872508445,-1,-1,-1,20.977108680372254,20.725409480611848
RISE_CANDLE,2013-02-20 07:00:00+00:00,2013-02-20 16:00:00+00:00,1.5,1.4881308196674825,1.4821962295012236,33.70072648606882,-1,-1,1,47.055177023096384,46.18659372087531
RISE_CANDLE,2013-02-21 07:00:00+00:00,2013-02-21 09:00:00+00:00,1.5,1.491248781264063,1.4868731718960946,45.70791932755542,-1,-1,-1,45.47443990621889,45.11359167404191
RISE_CANDLE,2013-02-25 07:00:00+00:00,2013-02-25 12:00:00+00:00,1.5,1.489750991455793,1.4846264871836894,39.028165336644875,1,1,1,19.07872768178933,18.113619222645607
RISE_CANDLE,2013-03-04 07:00:00+00:00,2013-03-04 19:00:00+00:00,0.3177637336362331,0.30827824905007617,0.3035355067569977,42.1696958512544,1,1,-1,22.062625385429435,21.72567931986703
RISE_CANDLE,2013-03-05 07:00:00+00:00,2013-03-05 15:00:00+00:00,-1.0,-1.0109590328791722,-1.0164385493187584,36.49957112184641,1,1,1,17.540230460867324,16.940577947795855
RISE_CANDLE,2013-03-12 07:00:00+00:00,2013-03-12 12:00:00+00:00,-1.0,-1.0131366491458302,-1.0197049737187454,30.449165198795342,-1,-1,-1,16.39788722644953,16.240589113387024
RISE_CANDLE,2013-03-27 07:00:00+00:00,2013-03-27 12:00:00+00:00,1.5,1.4886472574478438,1.4829708861717659,35.23377705099383,-1,-1,-1,41.783955178017095,41.08824161333735
RISE_CANDLE,2013-04-15 06:00:00+00:00,2013-04-15 18:00:00+00:00,-1.0,-1.0114198518980901,-1.017129777847135,35.02672395137626,1,1,-1,17.63233174025715,16.734154207249038
RISE_CANDLE,2013-04-25 06:00:00+00:00,2013-04-25 13:00:00+00:00,-1.0,-1.0123264978975182,-1.0184897468462772,32.45041724953642,1,1,1,23.05711947504793,22.118258346098198
RISE_CANDLE,2013-04-29 06:00:00+00:00,2013-04-29 18:00:00+00:00,0.794905570161726,0.7834680799435717,0.7777493348344946,34.97270750580355,1,1,1,18.498462774843002,17.54839901705901
RISE_CANDLE,2013-05-15 06:00:00+00:00,2013-05-15 18:00:00+00:00,0.5394428311164383,0.5292164267350843,0.5241032245444073,39.114432119399396,-1,-1,-1,23.916731039230914,22.35734423881214
RISE_CANDLE,2013-05-21 06:00:00+00:00,2013-05-21 15:00:00+00:00,-1.0,-1.0115815160098103,-1.0173722740147155,34.53779277783435,-1,-1,1,20.947410891527788,20.81349597877549
RISE_CANDLE,2013-05-28 06:00:00+00:00,2013-05-28 10:00:00+00:00,-1.0,-1.0126145376404352,-1.018921806460653,31.709445990142314,-1,-1,-1,20.687544803921213,20.217921093538735
RISE_CANDLE,2013-06-03 06:00:00+00:00,2013-06-03 11:00:00+00:00,-1.0,-1.0100121439003242,-1.0150182158504863,39.95148331687947,1,1,1,18.343821371421274,17.8568522158654
RISE_CANDLE,2013-06-05 06:00:00+00:00,2013-06-05 12:00:00+00:00,-1.0,-1.0109187232571295,-1.0163780848856943,36.634319835775464,-1,-1,1,17.037552201738315,15.728101733357892
RISE_CANDLE,2013-06-06 06:00:00+00:00,2013-06-06 12:00:00+00:00,-1.0,-1.0113724821007308,-1.0170587231510964,35.17262075745913,1,1,1,32.92977548205552,31.50646767832197
RISE_CANDLE,2013-06-20 06:00:00+00:00,2013-06-20 14:00:00+00:00,1.5,1.4913037458237515,1.4869556187356274,45.99681562810064,-1,-1,-1,38.81704529135088,37.22258962671754
RISE_CANDLE,2013-06-24 06:00:00+00:00,2013-06-24 18:00:00+00:00,-1.0,-1.0095154762863934,-1.01427321442959,42.0367817606752,-1,-1,-1,49.203949206169774,49.114517970672416
RISE_CANDLE,2013-07-16 06:00:00+00:00,2013-07-16 10:00:00+00:00,-1.0,-1.0104712525858945,-1.015706878878842,38.19982344221393,-1,-1,1,14.338775439150481,12.874313314828365
RISE_CANDLE,2013-08-06 06:00:00+00:00,2013-08-06 12:00:00+00:00,1.5,1.4853507575967806,1.4780261363951708,27.305166300756326,1,1,-1,14.036520901918095,13.8074124237078
RISE_CANDLE,2013-08-08 06:00:00+00:00,2013-08-08 16:00:00+00:00,1.5,1.4865417771050131,1.4798126656575197,29.721606122974727,1,1,1,42.91530127319842,42.16221389967281
RISE_CANDLE,2013-08-15 06:00:00+00:00,2013-08-15 12:00:00+00:00,1.5,1.4854188011739429,1.4781282017609143,27.432586632395857,-1,-1,1,23.73517828424979,22.130896359558264
RISE_CANDLE,2013-08-29 06:00:00+00:00,2013-08-29 18:00:00+00:00,0.5113024831255044,0.5008142270613921,0.495570099029336,38.13789418897602,-1,-1,-1,29.582830051360382,26.847528520596242
RISE_CANDLE,2013-09-03 06:00:00+00:00,2013-09-03 10:00:00+00:00,-1.0,-1.0171755547072874,-1.025763332060931,23.288913040478757,-1,-1,-1,38.724941602934194,37.72344819246802
RISE_CANDLE,2013-09-05 06:00:00+00:00,2013-09-05 10:00:00+00:00,1.5,1.4840001986710798,1.4760002980066198,25.000310427416807,1,1,-1,25.78863569314673,24.74826473758204
RISE_CANDLE,2013-09-09 06:00:00+00:00,2013-09-09 14:00:00+00:00,1.5,1.4867832636071685,1.480174895410753,30.264657485107712,1,1,1,30.505209768697043,30.17398021204444
RISE_CANDLE,2013-09-16 06:00:00+00:00,2013-09-16 18:00:00+00:00,-1.0,-1.0107059835970824,-1.0160589753956235,37.36228403236208,1,1,1,32.25606871553684,31.60530668165287
RISE_CANDLE,2013-09-17 06:00:00+00:00,2013-09-17 18:00:00+00:00,0.06191841136558144,0.04734937339720963,0.04006485441302373,27.45548476628089,1,1,1,15.817514122136103,15.333869006607783
RISE_CANDLE,2013-09-19 06:00:00+00:00,2013-09-19 18:00:00+00:00,-0.37986390040367796,-0.3904894640513346,-0.39580224587516294,37.64506178344855,1,1,1,52.197933184035065,51.150974216481714
RISE_CANDLE,2013-10-09 06:00:00+00:00,2013-10-09 12:00:00+00:00,1.5,1.485432900748458,1.478149351122687,27.459138782050815,-1,-1,-1,11.54363016458728,10.84419129225542
RISE_CANDLE,2013-10-24 06:00:00+00:00,2013-10-24 08:00:00+00:00,1.5,1.4844929724447486,1.4767394586671228,25.7947565111884,-1,-1,1,27.56460817717517,25.698958289340574
RISE_CANDLE,2013-11-05 07:00:00+00:00,2013-11-05 15:00:00+00:00,1.5,1.4852216801857003,1.4778325202785503,27.066676389893296,-1,-1,-1,31.678938985062626,31.54474186067167
RISE_CANDLE,2013-11-19 07:00:00+00:00,2013-11-19 08:00:00+00:00,-1.0,-1.015982903652698,-1.023974355479047,25.026741616657187,-1,-1,1,21.998283609230395,21.965502975391278
RISE_CANDLE,2013-11-21 07:00:00+00:00,2013-11-21 10:00:00+00:00,-1.0,-1.01037727616391,-1.015565914245865,38.545760340378735,-1,-1,-1,44.55303852968898,44.03752850750637
RISE_CANDLE,2013-11-26 07:00:00+00:00,2013-11-26 14:00:00+00:00,-1.0,-1.0157320868383497,-1.0235981302575243,25.425743203052576,1,1,1,21.12691769330292,20.279166380144
RISE_CANDLE,2013-12-05 07:00:00+00:00,2013-12-05 13:00:00+00:00,1.5,1.488781033579334,1.4831715503690006,35.653908301496365,-1,-1,1,23.137070093231745,21.15941258653307
RISE_CANDLE,2013-12-18 07:00:00+00:00,2013-12-18 13:00:00+00:00,1.5,1.4805461743280057,1.4708192614920086,20.56150840170431,-1,-1,1,9.728745665667736,9.330055768188124
RISE_CANDLE,2014-01-02 07:00:00+00:00,2014-01-02 12:00:00+00:00,1.5,1.489459787606207,1.4841896814093107,37.94989940008788,-1,-1,-1,14.826516870411188,13.472412551941344
RISE_CANDLE,2014-01-08 07:00:00+00:00,2014-01-08 13:00:00+00:00,1.5,1.4856830614821956,1.4785245922232935,27.938933976880953,-1,-1,-1,9.729333119655912,9.650311045123162
RISE_CANDLE,2014-01-23 07:00:00+00:00,2014-01-23 08:00:00+00:00,1.5,1.487845671342247,1.4817685070133704,32.91008588490386,1,1,1,12.272416477572516,10.168568350222525
RISE_CANDLE,2014-01-27 07:00:00+00:00,2014-01-27 11:00:00+00:00,-1.0,-1.0132865966386846,-1.0199298949580267,30.10552746332217,1,1,1,37.996304904472524,37.5692639013706
RISE_CANDLE,2014-01-29 07:00:00+00:00,2014-01-29 13:00:00+00:00,1.5,1.483891179787272,1.4758367696809078,24.83111703512263,-1,-1,1,10.152758910518605,10.01870759075575
RISE_CANDLE,2014-01-30 07:00:00+00:00,2014-01-30 15:00:00+00:00,1.5,1.4885115753733382,1.4827673630600073,34.81765455219159,-1,-1,-1,22.509685953628637,20.834743760485342
RISE_CANDLE,2014-02-04 07:00:00+00:00,2014-02-04 19:00:00+00:00,0.15954610075823833,0.14596770920434485,0.13917851342739812,29.458570141564646,-1,-1,1,23.918877698329723,23.190163607800958
RISE_CANDLE,2014-02-05 07:00:00+00:00,2014-02-05 13:00:00+00:00,1.5,1.483675466882119,1.4755132003231786,24.502997856757283,1,1,-1,9.741348813406502,9.470328886599123
RISE_CANDLE,2014-02-10 07:00:00+00:00,2014-02-10 19:00:00+00:00,-0.0961783832594487,-0.11097505760704772,-0.11837339478084723,27.033101533717684,1,1,1,38.71436782075958,37.97296916881708
RISE_CANDLE,2014-02-13 07:00:00+00:00,2014-02-13 09:00:00+00:00,-1.0,-1.014604236809361,-1.0219063552140417,27.389312103156588,-1,-1,1,17.242076480766382,16.885659954829766
RISE_CANDLE,2014-02-20 07:00:00+00:00,2014-02-20 19:00:00+00:00,-0.34374270224851505,-0.35791765904226625,-0.3650051374391418,28.21878089789549,-1,-1,-1,23.950084093237972,23.100300819993297
RISE_CANDLE,2014-02-25 07:00:00+00:00,2014-02-25 15:00:00+00:00,-1.0,-1.0190552996472366,-1.028582949470855,20.991535552053502,1,1,1,10.738557426750123,9.397865287749761
RISE_CANDLE,2014-02-27 07:00:00+00:00,2014-02-27 16:00:00+00:00,-1.0,-1.0173411293268333,-1.02601169399025,23.066548461814854,-1,-1,-1,34.25328946988565,33.80317217005778
RISE_CANDLE,2014-03-25 07:00:00+00:00,2014-03-25 09:00:00+00:00,-1.0,-1.014356567076925,-1.0215348506153874,27.861813890237844,1,1,1,35.00485362660099,34.551668875310156
RISE_CANDLE,2014-03-27 07:00:00+00:00,2014-03-27 19:00:00+00:00,1.0379855274509628,1.023468247346754,1.0162096072946496,27.55337068160807,-1,-1,-1,15.43007168977167,15.13064182332445
RISE_CANDLE,2014-04-16 06:00:00+00:00,2014-04-16 07:00:00+00:00,-1.0,-1.0189729125866556,-1.0284593688799832,21.082688183644343,-1,-1,1,22.612606607326743,21.48416410202748
RISE_CANDLE,2014-04-17 06:00:00+00:00,2014-04-17 09:00:00+00:00,-1.0,-1.0196992107921043,-1.0295488161881563,20.30538198821275,-1,-1,1,23.938235676853115,22.904237621341526
RISE_CANDLE,2014-04-24 06:00:00+00:00,2014-04-24 12:00:00+00:00,-1.0,-1.021671984177296,-1.0325079762659441,18.45700867662345,1,1,-1,10.455375314694722,10.120756793595111
RISE_CANDLE,2014-04-29 06:00:00+00:00,2014-04-29 08:00:00+00:00,-1.0,-1.0233292259780193,-1.034993838967029,17.145875322948044,1,1,1,29.934059470658703,28.539478220183508
RISE_CANDLE,2014-05-01 06:00:00+00:00,2014-05-01 14:00:00+00:00,-1.0,-1.0185850827305984,-1.0278776240958976,21.52263757973169,1,1,1,39.43090644676174,38.14206303297271
RISE_CANDLE,2014-05-06 06:00:00+00:00,2014-05-06 07:00:00+00:00,1.5,1.4703449190461877,1.4555173785692814,13.488413692850754,1,1,1,30.16009823657266,28.823355503580068
RISE_CANDLE,2014-05-19 06:00:00+00:00,2014-05-19 18:00:00+00:00,-0.2475482321411928,-0.2681772514862906,-0.27849176115883956,19.390160691039025,1,1,1,14.9824723039613,14.017090249757238
RISE_CANDLE,2014-05-20 06:00:00+00:00,2014-05-20 18:00:00+00:00,-0.1920650104361286,-0.2153456177617241,-0.22698592142452184,17.18168235071027,-1,-1,-1,11.862050196900862,9.774043631608643
RISE_CANDLE,2014-05-21 06:00:00+00:00,2014-05-21 09:00:00+00:00,-1.0,-1.0230831341974693,-1.034624701296204,17.32866934698375,1,1,1,21.489067397315953,20.87359055052063
RISE_CANDLE,2014-05-22 06:00:00+00:00,2014-05-22 13:00:00+00:00,-1.0,-1.0168463308609785,-1.025269496291468,23.74404274146874,1,1,-1,33.31775003401451,32.782005895213956
RISE_CANDLE,2014-06-02 06:00:00+00:00,2014-06-02 08:00:00+00:00,1.5,1.4791471115053862,1.4687206672580795,19.1819948638444,-1,-1,1,26.32893066701263,25.864817852654475
RISE_CANDLE,2014-06-04 06:00:00+00:00,2014-06-04 08:00:00+00:00,-1.0,-1.0218330786216103,-1.0327496179324154,18.32082442116439,-1,-1,-1,14.20888010308981,13.727317521723544
RISE_CANDLE,2014-06-16 06:00:00+00:00,2014-06-16 12:00:00+00:00,-1.0,-1.0198024614674164,-1.0297036922011245,20.19950906902023,-1,-1,1,15.287453375665132,15.039415861763544
RISE_CANDLE,2014-06-26 06:00:00+00:00,2014-06-26 11:00:00+00:00,1.5,1.4750571223034277,1.4625856834551416,16.036641997205077,-1,-1,1,37.501025302384,36.672651986424306
RISE_CANDLE,2014-06-30 06:00:00+00:00,2014-06-30 14:00:00+00:00,1.5,1.4747176801693977,1.4620765202540964,15.82133295837157,1,1,1,26.0744525322719,25.50847550620703
RISE_CANDLE,2014-07-08 06:00:00+00:00,2014-07-08 13:00:00+00:00,-1.0,-1.0331432277032349,-1.0497148415548523,12.068830579254632,-1,-1,-1,15.843545686363047,15.121556417097278
RISE_CANDLE,2014-07-22 06:00:00+00:00,2014-07-22 08:00:00+00:00,1.5,1.4667571588361885,1.450135738254283,12.032665861167283,-1,-1,-1,12.922379284071027,12.468992464874917
RISE_CANDLE,2014-07-30 06:00:00+00:00,2014-07-30 12:00:00+00:00,1.5,1.4663065274891842,1.4494597912337763,11.871735686240077,-1,-1,-1,27.264353595583632,26.504656110186072
RISE_CANDLE,2014-08-14 06:00:00+00:00,2014-08-14 12:00:00+00:00,1.5,1.4813494967091396,1.4720242450637095,21.447142404785353,1,1,-1,12.806884126535373,12.49915237408749
RISE_CANDLE,2014-08-25 06:00:00+00:00,2014-08-25 18:00:00+00:00,-0.14327763049627848,-0.1576053935459079,-0.16476927507072262,27.917826293920015,-1,-1,-1,39.91581710550653,39.156099797299795
RISE_CANDLE,2014-09-04 06:00:00+00:00,2014-09-04 11:00:00+00:00,1.5,1.4779130708505082,1.466869606275762,18.110258664419224,-1,-1,1,26.292578414960698,26.10849110061054
RISE_CANDLE,2014-09-11 06:00:00+00:00,2014-09-11 18:00:00+00:00,0.22147536971263732,0.20825295958053855,0.20164175451448915,30.25167091353176,1,1,-1,18.572079357206768,17.937295792952437
RISE_CANDLE,2014-09-17 06:00:00+00:00,2014-09-17 18:00:00+00:00,-1.0,-1.0163226468722175,-1.0244839703083262,24.50582942407668,1,1,1,26.632582920152846,26.625777063168336
