risk_pct,trades,accounts_observed,completed_accounts,completed_success_accounts,completed_failed_before_payout_accounts,completed_account_success_rate,successful_acquisition_cycles,avg_accounts_to_first_payout,median_accounts_to_first_payout,p75_accounts_to_first_payout,p90_accounts_to_first_payout,max_accounts_to_first_payout,avg_failed_before_success,median_failed_before_success,max_failed_before_success,max_consecutive_failed_accounts_historical,empirical_pct_success_within_1_account,empirical_pct_success_within_2_accounts,empirical_pct_success_within_3_accounts,empirical_pct_success_within_4_accounts,empirical_pct_success_within_5_accounts,empirical_pct_success_within_6_accounts,cost_50k_one_account_usd,median_bankroll_to_success_50k_usd,p90_bankroll_to_success_50k_usd,worst_historical_bankroll_to_success_50k_usd,total_payout_events,total_user_payout_50k_usd,total_account_cost_50k_usd,net_cash_50k_usd
0.027,2351,91,90,39,51,0.43333333333333335,39,2.3076923076923075,2.0,3.0,4.0,11,1.3076923076923077,1.0,10,10,0.41025641025641024,0.6666666666666666,0.8205128205128205,0.9487179487179487,0.9743589743589743,0.9743589743589743,349.0,698.0,1396.0,3839.0,46,398548.3529928643,31759.0,366789.3529928643
