buffer,accounts_observed,accounts_with_first_payout,payout_before_breach_rate,avg_days_to_first_payout_successful,median_days_to_first_payout_successful,min_days_to_first_payout_successful,max_days_to_first_payout_successful,avg_weeks_to_first_payout_successful,median_weeks_to_first_payout_successful
0.0,39,32,0.8205128205128205,134.84375,107.5,19.0,347.0,19.263392857142858,15.357142857142858
