filter,sl_atr,rr,period,trades,wr,pf,ev,ev_comm,ev_stress,total,maxdd,positive_years,years
NONE,1.5,1.0,OOS,190,0.4,0.6772815873625032,-0.18882892052257483,-0.21359346095950246,-0.22597573117796627,-35.87749489928922,38.87749489928922,1,5
NONE,1.5,1.0,YTD2026,28,0.25,0.3333333333333333,-0.5,-0.526848990858243,-0.5402734862873644,-14.0,14.0,0,1
NONE,1.5,1.0,FULL,612,0.41830065359477125,0.722889039413228,-0.15869550624967946,-0.18203042131960875,-0.19369787885457335,-97.12164982480382,108.55053603939379,4,15
NONE,1.75,0.2,TRAIN,422,0.7772511848341233,0.6978723404255318,-0.06729857819905215,-0.08674821666847757,-0.0964730359031903,-28.400000000000006,29.800000000000054,1,10
NONE,1.75,0.2,OOS,190,0.7421052631578947,0.5755102040816326,-0.1094736842105263,-0.1307004331564643,-0.14131380762943327,-20.799999999999997,21.000000000000057,1,5
NONE,1.75,0.2,YTD2026,28,0.6785714285714286,0.4222222222222223,-0.18571428571428572,-0.20872770644992245,-0.22023441681774086,-5.2,5.799999999999998,0,1
NONE,1.75,0.2,FULL,612,0.7663398692810458,0.655944055944056,-0.0803921568627451,-0.10039351263697018,-0.11039419052408274,-49.2,49.9999999999998,2,15
NONE,1.75,0.25,TRAIN,422,0.7582938388625592,0.7843137254901961,-0.052132701421800945,-0.0715823398912264,-0.08130715912593911,-22.0,24.5,3,10
NONE,1.75,0.25,OOS,190,0.7210526315789474,0.6462264150943396,-0.09868421052631579,-0.11991095947225376,-0.13052433394522275,-18.75,19.5,1,5
NONE,1.75,0.25,YTD2026,28,0.6071428571428571,0.38636363636363635,-0.24107142857142858,-0.26408484930706533,-0.27559155967488375,-6.75,6.75,0,1
NONE,1.75,0.25,FULL,612,0.7467320261437909,0.7370967741935484,-0.06658496732026144,-0.08658632309448652,-0.09658700098159907,-40.75,42.5,4,15
NONE,1.75,0.3,TRAIN,422,0.7227488151658767,0.7820512820512819,-0.06042654028436018,-0.07987617875378564,-0.08960099798849837,-25.499999999999996,28.199999999999953,1,10
