dt,day,R,R_comm,R_stress,setup,priority
2013-12-26 08:00:00+00:00,2013-12-26,0.3476323471719243,0.32858399938168503,0.31905982548656536,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-01-02 07:00:00+00:00,2014-01-02,1.5,1.489459787606207,1.4841896814093107,BASE,0
2014-01-08 07:00:00+00:00,2014-01-08,1.5,1.4856830614821956,1.4785245922232935,BASE,0
2014-01-15 08:00:00+00:00,2014-01-15,0.48985063009461544,0.4767879466254262,0.47025660489083154,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-01-23 07:00:00+00:00,2014-01-23,1.5,1.487845671342247,1.4817685070133704,BASE,0
2014-01-27 07:00:00+00:00,2014-01-27,-1.0,-1.0132865966386846,-1.0199298949580267,BASE,0
2014-01-28 08:00:00+00:00,2014-01-28,-1.0,-1.015346721559272,-1.023020082338908,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-01-29 07:00:00+00:00,2014-01-29,1.5,1.483891179787272,1.4758367696809078,BASE,0
2014-01-30 07:00:00+00:00,2014-01-30,1.5,1.4885115753733382,1.4827673630600073,BASE,0
2014-02-04 07:00:00+00:00,2014-02-04,0.15954610075823833,0.14596770920434485,0.13917851342739812,BASE,0
2014-02-05 07:00:00+00:00,2014-02-05,1.5,1.483675466882119,1.4755132003231786,BASE,0
2014-02-10 07:00:00+00:00,2014-02-10,-0.0961783832594487,-0.11097505760704772,-0.11837339478084723,BASE,0
2014-02-13 07:00:00+00:00,2014-02-13,-1.0,-1.014604236809361,-1.0219063552140417,BASE,0
2014-02-18 09:00:00+00:00,2014-02-18,0.3,0.28149226693865603,0.272238400407984,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-02-20 07:00:00+00:00,2014-02-20,-0.34374270224851505,-0.35791765904226625,-0.3650051374391418,BASE,0
2014-02-24 08:00:00+00:00,2014-02-24,-1.0,-1.016407700077519,-1.0246115501162782,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-02-25 07:00:00+00:00,2014-02-25,-1.0,-1.0190552996472366,-1.028582949470855,BASE,0
2014-02-26 08:00:00+00:00,2014-02-26,-1.0,-1.0193394095432164,-1.0290091143148248,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-02-27 07:00:00+00:00,2014-02-27,-1.0,-1.0173411293268333,-1.02601169399025,BASE,0
2014-03-10 08:00:00+00:00,2014-03-10,0.2749755952343314,0.2590349810178503,0.2510646739096097,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-03-11 09:00:00+00:00,2014-03-11,0.3,0.28040709923781665,0.27061064885672503,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-03-12 08:00:00+00:00,2014-03-12,1.5,1.4811377694509686,1.471706654176453,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-03-18 09:00:00+00:00,2014-03-18,0.3,0.2797391357395067,0.2696087036092601,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-03-19 08:00:00+00:00,2014-03-19,1.5,1.4844823298819783,1.4767234948229675,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-03-20 07:00:00+00:00,2014-03-20,0.6,0.5876058476410634,0.5814087714615951,BASE,0
2014-03-25 07:00:00+00:00,2014-03-25,-1.0,-1.014356567076925,-1.0215348506153874,BASE,0
2014-03-27 07:00:00+00:00,2014-03-27,1.0379855274509628,1.023468247346754,1.0162096072946496,BASE,0
2014-03-31 07:00:00+00:00,2014-03-31,-1.0,-1.0162764641104458,-1.0244146961656688,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-04-01 07:00:00+00:00,2014-04-01,-0.07739939741292104,-0.09287927689550696,-0.10061921663679992,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-04-02 07:00:00+00:00,2014-04-02,1.5,1.4816646904638722,1.4724970356958083,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-04-08 06:00:00+00:00,2014-04-08,0.6,0.5764179566191423,0.5646269349287135,BASE,0
2014-04-10 06:00:00+00:00,2014-04-10,0.6,0.5861590822172508,0.5792386233258762,BASE,0
2014-04-14 08:00:00+00:00,2014-04-14,0.3,0.2850473375905632,0.2775710063858448,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-04-15 07:00:00+00:00,2014-04-15,-1.0,-1.0197101531700254,-1.029565229755038,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-04-16 06:00:00+00:00,2014-04-16,-1.0,-1.0189729125866556,-1.0284593688799832,BASE,0
2014-04-17 06:00:00+00:00,2014-04-17,-1.0,-1.0196992107921043,-1.0295488161881563,BASE,0
2014-04-24 06:00:00+00:00,2014-04-24,-1.0,-1.021671984177296,-1.0325079762659441,BASE,0
2014-04-29 06:00:00+00:00,2014-04-29,-1.0,-1.0233292259780193,-1.034993838967029,BASE,0
2014-04-30 08:00:00+00:00,2014-04-30,-1.0,-1.0214620169499478,-1.0321930254249216,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-05-01 06:00:00+00:00,2014-05-01,-1.0,-1.0185850827305984,-1.0278776240958976,BASE,0
2014-05-05 07:00:00+00:00,2014-05-05,-0.23536299418984719,-0.2549765770389997,-0.26478336846357586,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-05-06 06:00:00+00:00,2014-05-06,1.5,1.4703449190461877,1.4555173785692814,BASE,0
2014-05-08 07:00:00+00:00,2014-05-08,1.5,1.4756675841597413,1.463501376239612,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-05-15 07:00:00+00:00,2014-05-15,-1.0,-1.0156852627546606,-1.023527894131991,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-05-19 06:00:00+00:00,2014-05-19,-0.2475482321411928,-0.2681772514862906,-0.27849176115883956,BASE,0
2014-05-20 06:00:00+00:00,2014-05-20,-0.1920650104361286,-0.2153456177617241,-0.22698592142452184,BASE,0
2014-05-21 06:00:00+00:00,2014-05-21,-1.0,-1.0230831341974693,-1.034624701296204,BASE,0
2014-05-22 06:00:00+00:00,2014-05-22,-1.0,-1.0168463308609785,-1.025269496291468,BASE,0
2014-05-28 07:00:00+00:00,2014-05-28,1.5,1.4787168817688663,1.4680753226532994,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-05-29 08:00:00+00:00,2014-05-29,0.3,0.27968917310212354,0.2695337596531853,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-06-02 06:00:00+00:00,2014-06-02,1.5,1.4791471115053862,1.4687206672580795,BASE,0
2014-06-03 08:00:00+00:00,2014-06-03,-1.0,-1.025686206598041,-1.0385293098970616,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-06-04 06:00:00+00:00,2014-06-04,-1.0,-1.0218330786216103,-1.0327496179324154,BASE,0
2014-06-05 07:00:00+00:00,2014-06-05,-1.0,-1.0227066848292583,-1.0340600272438876,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-06-09 07:00:00+00:00,2014-06-09,1.5,1.4840140700576234,1.4760211050864354,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-06-10 08:00:00+00:00,2014-06-10,0.3,0.2802190818478268,0.2703286227717402,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-06-16 06:00:00+00:00,2014-06-16,-1.0,-1.0198024614674164,-1.0297036922011245,BASE,0
2014-06-18 07:00:00+00:00,2014-06-18,1.5,1.47444756947197,1.4616713542079554,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-06-24 07:00:00+00:00,2014-06-24,-1.0,-1.0233717904307236,-1.0350576856460854,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-06-25 07:00:00+00:00,2014-06-25,-1.0,-1.0224239251584708,-1.033635887737706,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-06-26 06:00:00+00:00,2014-06-26,1.5,1.4750571223034277,1.4625856834551416,BASE,0
2014-06-30 06:00:00+00:00,2014-06-30,1.5,1.4747176801693977,1.4620765202540964,BASE,0
2014-07-01 06:00:00+00:00,2014-07-01,0.6,0.5757438741212866,0.5636158111819299,BASE,0
2014-07-08 06:00:00+00:00,2014-07-08,-1.0,-1.0331432277032349,-1.0497148415548523,BASE,0
2014-07-09 07:00:00+00:00,2014-07-09,-1.0,-1.0267774283404496,-1.0401661425106743,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-07-16 07:00:00+00:00,2014-07-16,1.5,1.4793669201731245,1.4690503802596868,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-07-22 06:00:00+00:00,2014-07-22,1.5,1.4667571588361885,1.450135738254283,BASE,0
2014-07-30 06:00:00+00:00,2014-07-30,1.5,1.4663065274891842,1.4494597912337763,BASE,0
2014-08-05 07:00:00+00:00,2014-08-05,1.5,1.4737050947116326,1.4605576420674489,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-08-12 08:00:00+00:00,2014-08-12,0.3,0.2734293079023567,0.26014396185353506,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-08-13 07:00:00+00:00,2014-08-13,-1.0,-1.024986163635763,-1.0374792454536441,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-08-14 06:00:00+00:00,2014-08-14,1.5,1.4813494967091396,1.4720242450637095,BASE,0
2014-08-25 06:00:00+00:00,2014-08-25,-0.14327763049627848,-0.1576053935459079,-0.16476927507072262,BASE,0
2014-08-28 07:00:00+00:00,2014-08-28,1.5,1.4830920655832593,1.474638098374889,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-09-02 08:00:00+00:00,2014-09-02,0.3,0.2751833636324968,0.2627750454487452,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-09-04 06:00:00+00:00,2014-09-04,1.5,1.4779130708505082,1.466869606275762,BASE,0
2014-09-09 06:00:00+00:00,2014-09-09,0.6,0.5871988471596856,0.5807982707395284,BASE,0
2014-09-10 08:00:00+00:00,2014-09-10,0.3,0.28624167779129533,0.279362516686943,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-09-11 06:00:00+00:00,2014-09-11,0.22147536971263732,0.20825295958053855,0.20164175451448915,BASE,0
2014-09-17 06:00:00+00:00,2014-09-17,-1.0,-1.0163226468722175,-1.0244839703083262,BASE,0
2014-09-23 07:00:00+00:00,2014-09-23,-0.3739712973383975,-0.39059224388677255,-0.3989027171609601,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-09-24 06:00:00+00:00,2014-09-24,-1.0,-1.016650543869495,-1.0249758158042426,BASE,0
2014-09-25 06:00:00+00:00,2014-09-25,-1.0,-1.0152514990797725,-1.022877248619659,BASE,0
2014-09-30 08:00:00+00:00,2014-09-30,0.3,0.2846523258970668,0.27697848884560017,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-10-01 07:00:00+00:00,2014-10-01,-1.0,-1.0124903367636628,-1.0187355051454945,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-10-08 08:00:00+00:00,2014-10-08,0.3,0.2891913148366077,0.28378697225491156,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-10-09 06:00:00+00:00,2014-10-09,-1.0,-1.0078698617157233,-1.0118047925735851,BASE,0
2014-10-14 08:00:00+00:00,2014-10-14,0.3,0.28888001960585513,0.28332002940878276,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-10-23 07:00:00+00:00,2014-10-23,-0.10449678229422953,-0.11643927169928185,-0.12241051640180803,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-10-27 07:00:00+00:00,2014-10-27,0.6,0.5873227544494413,0.5809841316741619,BASE,0
2014-10-30 07:00:00+00:00,2014-10-30,-1.0,-1.0112981755875956,-1.0169472633813932,BASE,0
2014-11-03 09:00:00+00:00,2014-11-03,0.3,0.289654628057385,0.2844819420860775,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-11-05 08:00:00+00:00,2014-11-05,0.2481088196301711,0.23708176097994005,0.23156823165482454,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-11-10 09:00:00+00:00,2014-11-10,0.3,0.28945004958107967,0.2841750743716195,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2014-11-11 07:00:00+00:00,2014-11-11,-1.0,-1.0118731212643015,-1.0178096818964524,BASE,0
2014-11-13 08:00:00+00:00,2014-11-13,0.21901107525398308,0.20819571351304533,0.20278803264257647,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-11-18 07:00:00+00:00,2014-11-18,1.5,1.4864136324507973,1.479620448676196,BASE,0
2014-11-24 07:00:00+00:00,2014-11-24,-1.0,-1.0104879163946745,-1.0157318745920116,BASE,0
2014-11-26 07:00:00+00:00,2014-11-26,-1.0,-1.01292100408234,-1.0193815061235099,BASE,0
2014-12-02 07:00:00+00:00,2014-12-02,1.5,1.4854709517576699,1.4782064276365048,BASE,0
2014-12-03 07:00:00+00:00,2014-12-03,1.5,1.4841178630122975,1.4761767945184463,BASE,0
2014-12-08 07:00:00+00:00,2014-12-08,-1.0,-1.0106806386708633,-1.016020958006295,BASE,0
2014-12-09 07:00:00+00:00,2014-12-09,1.5,1.489850738061708,1.484776107092562,BASE,0
2014-12-16 08:00:00+00:00,2014-12-16,1.5,1.4899875907591145,1.4849813861386716,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-12-17 07:00:00+00:00,2014-12-17,1.5,1.4909016465718548,1.486352469857782,BASE,0
2014-12-18 08:00:00+00:00,2014-12-18,-1.0,-1.007117488094739,-1.0106762321421088,LON_H1|RISE_CANDLE|2.25|1.5,1
2014-12-31 07:00:00+00:00,2014-12-31,-1.0,-1.0162856177737647,-1.024428426660647,BASE,0
2015-01-06 09:00:00+00:00,2015-01-06,0.3,0.28939902854495175,0.28409854281742764,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-01-07 07:00:00+00:00,2015-01-07,-1.0,-1.0094121960674478,-1.0141182941011717,BASE,0
2015-01-08 07:00:00+00:00,2015-01-08,0.5257536028613334,0.5150239374968162,0.5096591048145576,BASE,0
2015-01-12 07:00:00+00:00,2015-01-12,1.5,1.488708412176982,1.483062618265473,BASE,0
2015-01-21 08:00:00+00:00,2015-01-21,1.5,1.4901083344887982,1.4851625017331975,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-01-22 07:00:00+00:00,2015-01-22,0.6,0.5922821387496118,0.5884232081244176,BASE,0
2015-01-28 09:00:00+00:00,2015-01-28,-1.0,-1.0075456923188602,-1.0113185384782903,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-02-02 08:00:00+00:00,2015-02-02,-0.20127742578685778,-0.20984242262885228,-0.2141249210498495,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-02-10 09:00:00+00:00,2015-02-10,0.3,0.28925207983289886,0.28387811974934823,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-02-12 07:00:00+00:00,2015-02-12,1.5,1.4900078775268424,1.4850118162902635,BASE,0
2015-02-16 08:00:00+00:00,2015-02-16,1.5,1.488673798374121,1.4830106975611812,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-02-17 07:00:00+00:00,2015-02-17,-1.0,-1.009171010186287,-1.0137565152794306,BASE,0
2015-02-19 07:00:00+00:00,2015-02-19,-1.0,-1.0109307853971037,-1.0163961780956554,BASE,0
2015-02-23 08:00:00+00:00,2015-02-23,-0.03232182753571993,-0.04040228441964183,-0.044442512861602786,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-02-24 08:00:00+00:00,2015-02-24,-1.0,-1.0112784117639253,-1.016917617645888,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-02-25 08:00:00+00:00,2015-02-25,-1.0,-1.0108186188025519,-1.0162279282038278,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-03-02 07:00:00+00:00,2015-03-02,1.5,1.4883283691194085,1.482492553679113,BASE,0
2015-03-04 08:00:00+00:00,2015-03-04,1.5,1.4873331174218933,1.48099967613284,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-03-05 07:00:00+00:00,2015-03-05,1.5,1.4878772824740374,1.481815923711056,BASE,0
2015-03-10 07:00:00+00:00,2015-03-10,0.6,0.5904087469411108,0.5856131204116661,BASE,0
2015-03-11 07:00:00+00:00,2015-03-11,1.5,1.4918129288045143,1.4877193932067714,BASE,0
2015-03-17 08:00:00+00:00,2015-03-17,-1.0,-1.0073619104890001,-1.0110428657335,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-03-23 09:00:00+00:00,2015-03-23,0.3,0.29405619858644877,0.2910842978796732,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-03-26 07:00:00+00:00,2015-03-26,-1.0,-1.0081627384759353,-1.0122441077139028,BASE,0
2015-03-31 07:00:00+00:00,2015-03-31,-0.06727154391818585,-0.07518584320267814,-0.07914299284492429,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-04-02 06:00:00+00:00,2015-04-02,1.5,1.4915615285473904,1.4873422928210858,BASE,0
2015-04-06 06:00:00+00:00,2015-04-06,0.6,0.5911558903425506,0.5867338355138259,BASE,0
2015-04-09 06:00:00+00:00,2015-04-09,-1.0,-1.0084616096353,-1.0126924144529499,BASE,0
2015-04-13 06:00:00+00:00,2015-04-13,0.6,0.5917039163445188,0.5875558745167783,BASE,0
2015-04-14 06:00:00+00:00,2015-04-14,1.5,1.4914814393033335,1.4872221589550003,BASE,0
2015-04-20 08:00:00+00:00,2015-04-20,0.3,0.2925889964461112,0.28888349466916674,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-04-21 06:00:00+00:00,2015-04-21,-1.0,-1.0086228445048258,-1.0129342667572387,BASE,0
2015-04-22 07:00:00+00:00,2015-04-22,-1.0,-1.0088497146676059,-1.0132745720014087,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-04-23 06:00:00+00:00,2015-04-23,-1.0,-1.0091128227172839,-1.0136692340759257,BASE,0
2015-04-27 06:00:00+00:00,2015-04-27,-1.0,-1.0081037537896624,-1.0121556306844937,BASE,0
2015-04-28 06:00:00+00:00,2015-04-28,-1.0,-1.0097255298760333,-1.01458829481405,BASE,0
2015-04-29 06:00:00+00:00,2015-04-29,1.5,1.4892153151639873,1.4838229727459809,BASE,0
2015-04-30 07:00:00+00:00,2015-04-30,-1.0,-1.005324893426611,-1.0079873401399164,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-05-04 06:00:00+00:00,2015-05-04,0.770297363164611,0.7627454282316243,0.7589694607651309,BASE,0
2015-05-05 06:00:00+00:00,2015-05-05,-1.0,-1.0091042361029323,-1.0136563541543984,BASE,0
2015-05-06 06:00:00+00:00,2015-05-06,-1.0,-1.0074146109296778,-1.0111219163945167,BASE,0
2015-05-12 06:00:00+00:00,2015-05-12,1.5,1.4911457729424924,1.4867186594137387,BASE,0
2015-05-14 06:00:00+00:00,2015-05-14,-1.0,-1.0075490385498342,-1.0113235578247515,BASE,0
2015-05-19 06:00:00+00:00,2015-05-19,1.5,1.491578911198223,1.4873683667973343,BASE,0
2015-05-20 07:00:00+00:00,2015-05-20,0.03219261225669841,0.025415220202653514,0.02202652417563107,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-05-25 06:00:00+00:00,2015-05-25,0.11495913612529338,0.10777419011746225,0.10418171711354668,BASE,0
2015-05-26 06:00:00+00:00,2015-05-26,-1.0,-1.009741640920529,-1.0146124613807934,BASE,0
2015-05-28 07:00:00+00:00,2015-05-28,-1.0,-1.0072953790224555,-1.0109430685336833,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-06-01 06:00:00+00:00,2015-06-01,0.016581166735219574,0.008290583367618077,0.00414529168381733,BASE,0
2015-06-02 06:00:00+00:00,2015-06-02,1.5,1.4917419445879079,1.487612916881862,BASE,0
2015-06-03 06:00:00+00:00,2015-06-03,-1.0,-1.0068269515737387,-1.010240427360608,BASE,0
2015-06-10 07:00:00+00:00,2015-06-10,-1.0,-1.0061862102866141,-1.009279315429921,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-06-11 06:00:00+00:00,2015-06-11,1.5,1.4926371878432543,1.4889557817648815,BASE,0
2015-06-16 06:00:00+00:00,2015-06-16,-1.0,-1.0084546235290188,-1.0126819352935281,BASE,0
2015-06-17 07:00:00+00:00,2015-06-17,-1.0,-1.010511487455778,-1.0157672311836667,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-06-18 06:00:00+00:00,2015-06-18,0.6,0.5926996412380975,0.5890494618571461,BASE,0
2015-06-22 06:00:00+00:00,2015-06-22,1.5,1.4903726282604792,1.4855589423907187,BASE,0
2015-06-23 07:00:00+00:00,2015-06-23,1.5,1.4925672078089054,1.4888508117133583,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-07-01 06:00:00+00:00,2015-07-01,-1.0,-1.0083081435257621,-1.012462215288643,BASE,0
2015-07-07 06:00:00+00:00,2015-07-07,1.5,1.4907898055405242,1.4861847083107864,BASE,0
2015-07-08 06:00:00+00:00,2015-07-08,0.519581324665365,0.5125599554131305,0.5090492707870132,BASE,0
2015-07-09 06:00:00+00:00,2015-07-09,1.5,1.4922019788990046,1.488302968348507,BASE,0
2015-07-14 07:00:00+00:00,2015-07-14,-0.026139718938347965,-0.033608210063588696,-0.03734245562620905,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-07-16 06:00:00+00:00,2015-07-16,0.6,0.5914874074423494,0.5872311111635242,BASE,0
2015-07-23 07:00:00+00:00,2015-07-23,-1.0,-1.0090899164585252,-1.0136348746877877,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-07-27 06:00:00+00:00,2015-07-27,1.5,1.4894956514217168,1.4842434771325752,BASE,0
2015-08-04 07:00:00+00:00,2015-08-04,-1.0,-1.0113111415067004,-1.0169667122600508,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-08-05 07:00:00+00:00,2015-08-05,-1.0,-1.0107569181983866,-1.01613537729758,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-08-06 06:00:00+00:00,2015-08-06,-0.3164846153752518,-0.3263747596057288,-0.33131983172096735,BASE,0
2015-08-10 06:00:00+00:00,2015-08-10,-1.0,-1.009139589202235,-1.0137093838033526,BASE,0
2015-08-11 07:00:00+00:00,2015-08-11,0.042280616239318246,0.03459323146853692,0.030749539083146253,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-08-12 06:00:00+00:00,2015-08-12,-1.0,-1.0095656051209385,-1.0143484076814075,BASE,0
2015-08-19 06:00:00+00:00,2015-08-19,-1.0,-1.0134896589770754,-1.0202344884656132,BASE,0
2015-08-20 08:00:00+00:00,2015-08-20,0.3,0.2897427921751409,0.2846141882627113,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-08-27 07:00:00+00:00,2015-08-27,1.5,1.4936744797885777,1.4905117196828666,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-08-31 08:00:00+00:00,2015-08-31,0.3,0.291495387566985,0.28724308135047755,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-09-01 06:00:00+00:00,2015-09-01,-1.0,-1.0088284038105364,-1.0132426057158046,BASE,0
2015-09-08 06:00:00+00:00,2015-09-08,0.25877041432711423,0.24831504405126936,0.24308735891334696,BASE,0
2015-09-09 06:00:00+00:00,2015-09-09,0.888725303141083,0.877616236851819,0.872061703707187,BASE,0
2015-09-14 06:00:00+00:00,2015-09-14,-1.0,-1.0107616886633999,-1.0161425329951,BASE,0
2015-09-15 06:00:00+00:00,2015-09-15,-1.0,-1.011474468131318,-1.017211702196977,BASE,0
2015-09-16 06:00:00+00:00,2015-09-16,1.5,1.4879671734031235,1.4819507601046853,BASE,0
2015-09-17 06:00:00+00:00,2015-09-17,1.5,1.4887241837748382,1.4830862756622574,BASE,0
2015-09-21 08:00:00+00:00,2015-09-21,0.3,0.2911655629541713,0.2867483444312569,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-09-22 07:00:00+00:00,2015-09-22,-1.0,-1.0105362977893035,-1.0158044466839553,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-09-24 06:00:00+00:00,2015-09-24,1.5,1.4917307984322454,1.487596197648368,BASE,0
2015-09-30 06:00:00+00:00,2015-09-30,1.5,1.4897720413987228,1.4846580620980843,BASE,0
2015-10-01 06:00:00+00:00,2015-10-01,-1.0,-1.0124360502356486,-1.0186540753534727,BASE,0
2015-10-05 07:00:00+00:00,2015-10-05,-1.0,-1.0082266408103278,-1.0123399612154915,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-10-12 06:00:00+00:00,2015-10-12,0.6,0.5887457682603974,0.5831186523905961,BASE,0
2015-10-14 06:00:00+00:00,2015-10-14,1.5,1.4864062569426193,1.479609385413929,BASE,0
2015-10-15 06:00:00+00:00,2015-10-15,1.5,1.4882844322902635,1.4824266484353954,BASE,0
2015-10-22 06:00:00+00:00,2015-10-22,-1.0,-1.0147166356257913,-1.022074953438687,BASE,0
2015-10-28 09:00:00+00:00,2015-10-28,0.3,0.285941793164384,0.278912689746576,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-11-03 07:00:00+00:00,2015-11-03,1.5,1.4855572901637666,1.4783359352456498,BASE,0
2015-11-04 07:00:00+00:00,2015-11-04,1.5,1.4871703580005557,1.4807555370008334,BASE,0
2015-11-17 07:00:00+00:00,2015-11-17,0.06092433880333195,0.049319702840794934,0.04351738485952643,BASE,0
2015-11-18 08:00:00+00:00,2015-11-18,-1.0,-1.0131273961953562,-1.0196910942930344,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-11-23 07:00:00+00:00,2015-11-23,-1.0,-1.0118929597853963,-1.0178394396780945,BASE,0
2015-11-24 08:00:00+00:00,2015-11-24,-0.4625090615443778,-0.4741445096335447,-0.4799622336781281,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-11-25 08:00:00+00:00,2015-11-25,1.5,1.4895259743904274,1.4842889615856412,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-11-26 07:00:00+00:00,2015-11-26,-0.13325125692969556,-0.14625137955698225,-0.1527514408706256,BASE,0
2015-11-30 07:00:00+00:00,2015-11-30,0.6,0.5845610827205245,0.5768416240807868,BASE,0
2015-12-01 07:00:00+00:00,2015-12-01,-1.0,-1.0153534666731947,-1.0230302000097922,BASE,0
2015-12-03 08:00:00+00:00,2015-12-03,-1.0,-1.013615196853759,-1.0204227952806386,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-12-07 08:00:00+00:00,2015-12-07,-0.61431652960061,-0.6220681577343714,-0.625943971801252,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-12-08 07:00:00+00:00,2015-12-08,0.567362286350635,0.5556034824884456,0.5497240805573509,BASE,0
2015-12-09 08:00:00+00:00,2015-12-09,1.5,1.4889425875889402,1.4834138813834101,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-12-15 08:00:00+00:00,2015-12-15,1.5,1.4907522786017136,1.4861284179025704,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-12-16 09:00:00+00:00,2015-12-16,-1.0,-1.0115385389951068,-1.0173078084926601,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
2015-12-21 07:00:00+00:00,2015-12-21,-1.0,-1.0116703391261581,-1.0175055086892373,BASE,0
2015-12-24 07:00:00+00:00,2015-12-24,0.5455254631386247,0.5326136178572369,0.526157695216543,BASE,0
2015-12-28 08:00:00+00:00,2015-12-28,-0.12019889810170627,-0.13677805646055524,-0.14506763563997974,LON_H1|RISE_CANDLE|2.25|1.5,1
2015-12-29 07:00:00+00:00,2015-12-29,-1.0,-1.0168483577756666,-1.0252725366634998,BASE,0
2015-12-30 09:00:00+00:00,2015-12-30,0.3,0.2836400342106871,0.2754600513160307,LON_H2|RANGE_DI_CONT_G5|2.0|0.3,2
