filter,sl_atr,rr,ev__FULL,ev__OOS,ev__TRAIN,ev__YTD2026,ev_comm__FULL,ev_comm__OOS,ev_comm__TRAIN,ev_comm__YTD2026,ev_stress__FULL,ev_stress__OOS,ev_stress__TRAIN,ev_stress__YTD2026,maxdd__FULL,maxdd__OOS,maxdd__TRAIN,maxdd__YTD2026,pf__FULL,pf__OOS,pf__TRAIN,pf__YTD2026,total__FULL,total__OOS,total__TRAIN,total__YTD2026,trades__FULL,trades__OOS,trades__TRAIN,trades__YTD2026,wr__FULL,wr__OOS,wr__TRAIN,wr__YTD2026,min_comm_ev,freq_score
ADX20_GAP5_SUPPORT,2.5,0.6,0.0610439565647677,0.0230986794845531,0.0768231806971341,0.0666666666666666,0.0473883647089021,0.0084089393251637,0.0635976307100606,0.0496608313472998,0.0405605687809693,0.0010640692454689,0.0569848557165239,0.0411579136876164,6.274348644784674,2.892658047124172,6.274348644784674,1.0,1.1950433474674746,1.0711176052982927,1.2493761496778342,1.2,8.729285788761782,0.9701445383512328,7.759141250410548,0.3999999999999999,143,42,101,6,0.6433566433566433,0.6190476190476191,0.6534653465346535,0.6666666666666666,0.0084089393251637,10.2
ADX20_GAP5_SUPPORT,2.5,0.3,0.0297481868433573,0.0214285714285714,0.0332078288970306,0.0833333333333333,0.0160925949874917,0.0067388312691819,0.0199822789099572,0.0663274980139665,0.0092647990595589,-0.0006060388105127,0.0133695039164204,0.0578245803542831,4.929945600246992,2.7999999999999994,4.929945600246992,1.0,1.1464569771835815,1.1,1.1673146346246668,1.5,4.253990718600099,0.8999999999999999,3.3539907186000995,0.5,143,42,101,6,0.7762237762237763,0.7857142857142857,0.7722772277227723,0.8333333333333334,0.0067388312691819,10.2
