slot,family,sl,rr,n_train,evc_train,evs_train,n_oos,evc_oos,evs_oos,n_2026,evc_2026,evs_2026,n_full,evc_full,evs_full,pf_full,days_full
LON_H2,DI_CONT_A20_G10,2.5,0.3,156,0.0223264928476701,0.01645121188063259,68,-0.003252671473081184,-0.009582100218107306,8,-0.36247048330670095,-0.3687057249600515,224,0.014561389393156312,0.008548242136372269,1.1320333979512822,224
LON_H2,DI_CONT_A20_G10,2.5,0.4,156,-0.0008678959020844288,-0.006743176869121937,68,0.010847423278463074,0.004517994533436973,8,-0.4438957663783743,-0.4501310080317248,224,0.0026885402777246377,-0.0033246069790594107,1.056752651484294,224
LON_H2,DI_CONT_A20_G10,2.5,0.6,156,0.023681722612237926,0.017806441645200424,68,0.08587817598143553,0.07954874723640941,8,-0.36889576637837435,-0.37513100803172483,224,0.04256278881360149,0.03654964155681745,1.1781046529049364,224
LON_H2,DI_CONT_A20_G10,2.5,0.75,156,0.014158460493223833,0.00828317952618633,68,0.03857072473866885,0.032241295993642755,8,-0.31264576637837427,-0.3188810080317248,224,0.02156932642487678,0.015556179168092746,1.0960627661169446,224
LON_H2,DI_CONT_A20_G10,2.5,1.0,156,-0.006207183230467679,-0.012082464197505157,68,0.0932794507451276,0.08695002200010152,8,-0.2188957663783743,-0.2251310080317248,224,0.023994116369266592,0.01798096911248257,1.094575328750543,224
LON_H2,DI_CONT_A20_G10,2.5,1.5,156,-0.04238085986672384,-0.04825614083376135,68,0.04674381047636857,0.040414381731342465,8,-0.15285748274764172,-0.15909272440099223,224,-0.015325156369713646,-0.021338303626497683,0.9919176834557178,224
LON_H2,DI_CONT_A20_G10,3.0,0.3,156,0.010339382500568366,0.005443315028037094,68,0.0033377565733700744,-0.0019367673808183387,8,-0.46448627568702094,-0.46968231039814634,224,0.008213888915526026,0.003202932868205974,1.0908099732594787,224
LON_H2,DI_CONT_A20_G10,3.0,0.4,156,0.013925687918681694,0.009029620446150426,68,0.026268977187359148,0.020994453233170732,8,-0.4269862756870209,-0.43218231039814636,224,0.017672757875244496,0.012661801827924455,1.1154640597829015,224
LON_H2,DI_CONT_A20_G10,3.0,0.6,156,0.024404445810681574,0.019508378338150306,68,0.022981256527409455,0.017706732573221026,8,-0.35198627568702096,-0.35718231039814635,224,0.023972406206831103,0.018961450159511062,1.116869578172693,224
LON_H2,DI_CONT_A20_G10,3.0,0.75,156,0.00835288453610756,0.0034568170635762953,68,0.07851885928778445,0.07324433533359605,8,-0.295736275687021,-0.3009323103981463,224,0.029653269728580907,0.024642313681260863,1.1257182935458316,224
LON_H2,DI_CONT_A20_G10,3.0,1.0,156,-0.022510756431649563,-0.02740682390418085,68,0.07501922386158666,0.06974469990739823,8,-0.2719543726614104,-0.2771504073725358,224,0.007096559014511444,0.0020856029671913884,1.0506028128422662,224
LON_H2,DI_CONT_A20_G10,3.0,1.5,156,-0.04725966076218267,-0.05215572823471394,68,0.06448735511401066,0.05921283115982229,8,-0.14695437266141043,-0.15215040737253582,224,-0.013336459514052542,-0.018347415561372593,0.9906285937795501,224
LON_H2,DI_CONT_A20_G5,1.5,0.3,226,-0.020861239032929624,-0.03063956624985348,94,-0.03946461921290949,-0.05015437562787486,10,-0.24202566110119622,-0.2530384916517944,320,-0.02632598196079871,-0.03637204150464727,0.9734711022413137,320
LON_H2,DI_CONT_A20_G5,1.5,0.4,226,-0.027982663556035577,-0.037760990772959434,94,0.006280061638154349,-0.004409694776811004,10,-0.1820256611011962,-0.1930384916517943,320,-0.017917988030242284,-0.02796404757409083,1.0076871718474114,320
LON_H2,DI_CONT_A20_G5,1.5,0.6,226,-0.0169765644812934,-0.02675489169821727,94,-0.041254819799039374,-0.051944576214004744,10,-0.4488535466108171,-0.45986637716141515,320,-0.024108301980881274,-0.03415436152472983,0.9891658022826916,320
