symbol,hour,rank,entry_mode,filter,day_policy,atr_period,sl_atr,tp_atr,rr,expiry_h,hold_h,n,wr,pf,ev,sumR,ddR,trades_year,old_n,old_pf,old_ev,mid_n,mid_pf,mid_ev,recent_n,recent_pf,recent_ev,min_pf,min_ev,robust,data_start,data_end
USDCHF,2,25,breakout,adx_di,TueThu,28,3.0,2.75,0.9166666666666666,2,8,291,0.5738831615120275,1.316352086284635,0.0945479382307026,27.513450025134453,7.570271433779607,31.294468367008943,113,1.2947536924780891,0.09427872791106537,103,1.2902181296778237,0.08474000136082578,75,1.3918423775214013,0.10842311508025357,1.2902181296778237,0.08474000136082578,True,2012-11-15,2022-03-04
USDCHF,2,26,breakout,adxdi_range,TueThu,14,1.75,3.0,1.7142857142857142,1,4,172,0.5058139534883721,1.3209026551502854,0.1328913692521346,22.85731551136715,9.564891226311566,18.497074086342057,78,1.3045969010920127,0.14021538820452675,55,1.2891578175661738,0.1081393244068241,39,1.404844212219539,0.15315006125740366,1.2891578175661738,0.1081393244068241,True,2012-11-15,2022-03-04
USDCHF,2,27,breakout,adx_di,TueThu,28,1.75,0.75,0.42857142857142855,1,24,253,0.766798418972332,1.4092009685230023,0.09542631281761717,24.142857142857142,4.857142857142886,27.207905487468256,97,1.4610389610389605,0.10456553755522827,92,1.4489795918367339,0.10248447204968944,64,1.2857142857142856,0.07142857142857142,1.2857142857142856,0.07142857142857142,True,2012-11-15,2022-03-04
USDCHF,2,28,breakout,adx_di,TueThu,28,1.75,0.75,0.42857142857142855,1,10,253,0.7628458498023716,1.394866599121918,0.09255027784081013,23.415220293724964,5.2990654205607495,27.207905487468256,97,1.4222248832475148,0.09706412673943264,92,1.4489795918367339,0.10248447204968944,64,1.2857142857142856,0.07142857142857142,1.2857142857142856,0.07142857142857142,True,2012-11-15,2022-03-04
USDCHF,2,29,breakout,adx_di,TueThu,28,1.75,0.75,0.42857142857142855,1,8,253,0.7628458498023716,1.394846099746002,0.09178873236163239,23.222549287492996,5.126511023707286,27.207905487468256,97,1.453838136545466,0.1020629532173892,92,1.4167149644751267,0.09511972015193124,64,1.2857142857142856,0.07142857142857142,1.2857142857142856,0.07142857142857142,True,2012-11-15,2022-03-04
USDCHF,2,30,breakout,adx_di,TueThu,28,1.75,0.75,0.42857142857142855,1,12,253,0.7628458498023716,1.3907907613955104,0.09186339539854371,23.241439035831558,5.472846678454156,27.207905487468256,97,1.4112268983124323,0.09527256737970678,92,1.4489795918367339,0.10248447204968944,64,1.2857142857142856,0.07142857142857142,1.2857142857142856,0.07142857142857142,True,2012-11-15,2022-03-04
USDJPY,1,1,breakout,adxdi_range,TueThu,14,1.5,4.0,2.6666666666666665,1,4,116,0.5258620689655172,1.7939034303608168,0.24281454169903596,28.166486837088172,3.6875382752661903,12.478138690162103,46,1.5374831057479972,0.1601045246747437,32,1.576052694604237,0.17803515259037367,38,2.2707699388636313,0.3974882583988948,1.5374831057479972,0.1601045246747437,True,2012-11-16,2022-03-04
USDJPY,1,2,breakout,adxdi_range,TueThu,14,1.5,4.5,3.0,1,4,116,0.5258620689655172,1.7845457245520646,0.23995249707192823,27.834489660343674,3.6875382752661903,12.478138690162103,46,1.6104630253729104,0.18184365510952627,32,1.5345795427609668,0.16521743819378854,38,2.193214900270668,0.3732295658711639,1.5345795427609668,0.16521743819378854,True,2012-11-16,2022-03-04
USDJPY,1,3,breakout,adxdi_range,TueThu,20,1.5,4.0,2.6666666666666665,1,4,116,0.5258620689655172,1.734013793530379,0.21853337788255836,25.34987183437677,3.7062455023158627,12.478138690162103,46,1.5220894442351516,0.149242679684564,32,1.5363131232031773,0.16522041256620712,38,2.144793645070405,0.34730672017811043,1.5220894442351516,0.149242679684564,True,2012-11-16,2022-03-04
USDJPY,1,4,breakout,adxdi_range,TueThu,20,2.5,3.75,1.5,1,4,116,0.5258620689655172,1.7019295184200003,0.1331156305992866,15.441413149517246,2.757082413173407,12.478138690162103,46,1.5144696517365412,0.0872056962390152,32,1.506889417989454,0.1076781921202659,38,2.0784413195113847,0.2101118151230008,1.506889417989454,0.0872056962390152,True,2012-11-16,2022-03-04
USDJPY,1,5,breakout,adxdi_range,TueThu,10,1.75,5.0,2.857142857142857,1,4,116,0.5258620689655172,1.7819679271255322,0.22402664165161812,25.987090431587703,3.831639354301508,12.478138690162103,46,1.5031965380217152,0.14526565804981084,32,1.541382597416447,0.14951650613168943,38,2.306281506268718,0.3821142622390091,1.5031965380217152,0.14526565804981084,True,2012-11-16,2022-03-04
USDJPY,1,6,breakout,adxdi_range,TueThu,14,1.5,3.75,2.5,1,4,116,0.5258620689655172,1.8457254918421206,0.2586642655159027,30.005054799844714,3.6875382752661903,12.478138690162103,46,1.5009931459355406,0.14923495945735238,32,1.7701026572999323,0.23800833740885557,38,2.3060569139358043,0.4085257859927138,1.5009931459355406,0.14923495945735238,True,2012-11-16,2022-03-04
USDJPY,1,7,breakout,adxdi_range,TueThu,20,1.5,3.75,2.5,1,4,116,0.5258620689655172,1.8068092716573438,0.24020632445369544,27.863933636628673,3.7062455023158627,12.478138690162103,46,1.4967397463452456,0.1419963028729698,32,1.7318065777601745,0.22544550835164773,38,2.2246131285484467,0.3715223009794562,1.4967397463452456,0.1419963028729698,True,2012-11-16,2022-03-04
USDJPY,1,8,breakout,adxdi_range,TueThu,20,1.5,4.5,3.0,1,4,116,0.5258620689655172,1.7036598243679946,0.20949627875490512,24.301568335568994,3.7062455023158627,12.478138690162103,46,1.5727888400149637,0.1637354333077524,32,1.4878265812649625,0.15028330564796816,38,2.0374950420122726,0.31475454270203695,1.4878265812649625,0.15028330564796816,True,2012-11-16,2022-03-04
USDJPY,1,9,breakout,adxdi_range,TueThu,14,1.5,5.0,3.3333333333333335,1,8,116,0.49137931034482757,1.660219794288873,0.2899404530177859,33.63309255006317,5.634879293414496,12.478138690162103,46,1.4878034439476746,0.22596864989679707,32,1.745949085150644,0.3011720509205895,38,1.8137716353834352,0.3579218164566222,1.4878034439476746,0.22596864989679707,True,2012-11-16,2022-03-04
USDJPY,1,10,breakout,adxdi_range,TueThu,14,2.5,3.75,1.5,1,4,116,0.5258620689655172,1.6681767581804603,0.13566714119623932,15.737388378763761,3.044980586515454,12.478138690162103,46,1.4806339591118711,0.08708342342695008,32,1.500182999036381,0.1094404675620918,38,2.0015624276970962,0.21656462997729262,1.4806339591118711,0.08708342342695008,True,2012-11-16,2022-03-04
USDJPY,1,11,breakout,adxdi_range,TueThu,10,1.5,5.0,3.3333333333333335,1,4,116,0.5172413793103449,1.813169927639438,0.26625702790818373,30.885815237349313,3.838628515302095,12.478138690162103,46,1.4799514331785684,0.16261991821917207,32,1.5239745912280176,0.17075545668177458,38,2.499130325005913,0.47213485224870044,1.4799514331785684,0.16261991821917207,True,2012-11-16,2022-03-04
USDJPY,1,12,breakout,adxdi_range,TueThu,28,1.5,4.0,2.6666666666666665,1,4,116,0.5258620689655172,1.741271023439686,0.2262125522592065,26.240656062067956,3.8472966899786343,12.478138690162103,46,1.4862121090107123,0.14591329919658658,32,1.4746016075980877,0.15094827132403246,38,2.287386449622679,0.38679735833305107,1.4746016075980877,0.14591329919658658,True,2012-11-16,2022-03-04
USDJPY,1,13,breakout,adxdi_range,TueThu,20,2.75,3.75,1.3636363636363635,1,4,116,0.5258620689655172,1.7068698010421637,0.12151320241635656,14.09553148029736,2.44995491236142,12.478138690162103,46,1.4716216276559275,0.07479120553295796,32,1.5177209927031734,0.09926749494448558,38,2.148730977821522,0.1968046365146778,1.4716216276559275,0.07479120553295796,True,2012-11-16,2022-03-04
USDJPY,1,14,breakout,adxdi_range,TueThu,14,1.5,3.375,2.25,1,4,116,0.5258620689655172,1.7812403256366443,0.2389415442380105,27.71721913160922,3.6875382752661903,12.478138690162103,46,1.4646603857345535,0.13841222058446248,32,1.6902245269665679,0.21332115990627562,38,2.221925336526888,0.3822099965190295,1.4646603857345535,0.13841222058446248,True,2012-11-16,2022-03-04
USDJPY,1,15,breakout,adxdi_range,TueThu,20,1.75,4.5,2.5714285714285716,1,4,116,0.5258620689655172,1.6691172572692798,0.1742870156367051,20.21729381385779,3.480109658160579,12.478138690162103,46,1.494467739906503,0.12750381310524855,32,1.4642591352004697,0.12456422148640126,38,2.0612876694824354,0.27279114009082955,1.4642591352004697,0.12456422148640126,True,2012-11-16,2022-03-04
USDJPY,1,16,breakout,adxdi_range,TueThu,14,1.75,4.5,2.5714285714285716,1,4,116,0.5258620689655172,1.6762612617542625,0.18873858994217999,21.893676433292878,3.768539567287455,12.478138690162103,46,1.458729806727712,0.12930784059719946,32,1.5263254726452915,0.14018237072809636,38,2.052789466424095,0.30157052375059523,1.458729806727712,0.12930784059719946,True,2012-11-16,2022-03-04
