scope,entry_mode,filter,day_policy,atr_period,sl_atr,tp_atr,rr,expiry_h,hold_h,positive_units,min_pf,min_ev,min_subperiod_pf,median_pf,median_ev,avg_pf,avg_ev,EURUSD_H1_pf,EURUSD_H1_ev,EURUSD_H1_n,GBPUSD_H1_pf,GBPUSD_H1_ev,GBPUSD_H1_n,AUDUSD_H1_pf,AUDUSD_H1_ev,AUDUSD_H1_n,USDCHF_H1_pf,USDCHF_H1_ev,USDCHF_H1_n,USDJPY_H1_pf,USDJPY_H1_ev,USDJPY_H1_n,EURGBP_H1_pf,EURGBP_H1_ev,EURGBP_H1_n,XAUUSD_H1_pf,XAUUSD_H1_ev,XAUUSD_H1_n,rank,EURUSD_H2_pf,EURUSD_H2_ev,EURUSD_H2_n,GBPUSD_H2_pf,GBPUSD_H2_ev,GBPUSD_H2_n,AUDUSD_H2_pf,AUDUSD_H2_ev,AUDUSD_H2_n,USDCHF_H2_pf,USDCHF_H2_ev,USDCHF_H2_n,USDJPY_H2_pf,USDJPY_H2_ev,USDJPY_H2_n,EURGBP_H2_pf,EURGBP_H2_ev,EURGBP_H2_n,XAUUSD_H2_pf,XAUUSD_H2_ev,XAUUSD_H2_n
H1,next_open,di,TueFri,20,2.25,4.5,2.0,0,24,7,1.0126302742469075,0.006540410069605337,0.8538243136558226,1.038643984443103,0.020989892160640587,1.0459206227470539,0.0239209986352966,1.016953106599363,0.009281689635987203,1001.0,1.038643984443103,0.020989892160640587,987.0,1.0126302742469075,0.006540410069605337,1022.0,1.058720212904523,0.03075850437692258,1027.0,1.0832876002198988,0.04223390041247482,994.0,1.036289013655746,0.01890438190951833,980.0,1.0749201671598347,0.03873821188192733,1069.0,28,,,,,,,,,,,,,,,,,,,,,
H1,next_open,di,TueFri,20,3.0,4.0,1.3333333333333333,0,24,7,1.0126121806573203,0.005623126581204383,0.9210241318328606,1.0410294052486049,0.017288976662154516,1.0569463095933693,0.02363281742140159,1.0394865880919018,0.01727598694218745,1001.0,1.0126121806573203,0.005623126581204383,987.0,1.0384156015737984,0.015954149629042222,1022.0,1.0410294052486049,0.017288976662154516,1027.0,1.0877291801344022,0.03568991403290268,994.0,1.0963908109993659,0.03985416432842703,980.0,1.0829604004481919,0.033743403773892885,1069.0,29,,,,,,,,,,,,,,,,,,,,,
H1,breakout,di,TueFri,20,2.25,4.5,2.0,1,16,7,1.0122954438531795,0.005676466395450966,0.8123968455993074,1.037745598160842,0.01962894725033006,1.045749741565659,0.0227917802955637,1.0145590575101144,0.007750258494100281,651.0,1.0192956478776156,0.010490726520632722,669.0,1.0122954438531795,0.005676466395450966,649.0,1.0708060761110105,0.0359075686558654,676.0,1.062346019184592,0.029649774354641376,636.0,1.037745598160842,0.01962894725033006,685.0,1.1032003482622585,0.050438720397925116,664.0,30,,,,,,,,,,,,,,,,,,,,,
H2,breakout,adxrise_atr,MonFri,28,1.5,5.0,3.3333333333333335,1,4,7,1.217043835489623,0.07664848360728092,0.6976367153276813,1.2507363805759382,0.11834142315652467,1.3607504014595306,0.1350601724272786,,,,,,,,,,,,,,,,,,,,,,1,1.2253172044503933,0.09830175017659008,156.0,1.2211466555262855,0.09980081959782482,129.0,1.217043835489623,0.07664848360728092,200.0,1.7676756317399436,0.2618145729853999,115.0,1.4221727391404602,0.15008267426780106,218.0,1.2507363805759382,0.11834142315652467,151.0,1.4211603632940715,0.14043148319952878,131.0
H2,breakout,adxrise_atr,MonFri,28,2.0,5.0,2.5,1,4,7,1.1937514375247615,0.05292784114213545,0.7378824599684716,1.3918432694360166,0.10179286432333154,1.3885213791584863,0.11244091488469392,,,,,,,,,,,,,,,,,,,,,,2,1.2058429274913958,0.07225923601580797,156.0,1.2445946157598802,0.08305365714659378,129.0,1.1937514375247615,0.05292784114213545,200.0,1.7301940720183406,0.1987824371318861,115.0,1.5525886546353425,0.13831054970729595,218.0,1.3918432694360166,0.1399598187258067,151.0,1.4008346772436646,0.10179286432333154,131.0
H2,breakout,adxrise_atr,MonFri,28,1.5,4.5,3.0,1,4,7,1.1903856974496672,0.07343332931050761,0.7188529404308146,1.2553906412354505,0.12053812005756058,1.3493731600094134,0.13064659343630766,,,,,,,,,,,,,,,,,,,,,,3,1.1903856974496672,0.08306177645663755,156.0,1.2117926495396896,0.09557946946361809,129.0,1.2079395533509436,0.07343332931050761,200.0,1.8096717071525983,0.276137268791578,115.0,1.4026896156367037,0.14315641160932852,218.0,1.2553906412354505,0.12053812005756058,151.0,1.3677422557008414,0.1226197783649232,131.0
H2,breakout,adxrise_atr,MonFri,28,1.25,5.0,4.0,1,4,7,1.1824298221573601,0.09537421536772876,0.8137319737257503,1.3275426074572698,0.12582221232809004,1.3092563880104966,0.13831892728233422,,,,,,,,,,,,,,,,,,,,,,4,1.1824298221573601,0.09537421536772876,156.0,1.191451315459916,0.09847499853811685,129.0,1.2661640973468338,0.10689055210912211,200.0,1.4289138285761875,0.18858322811083808,115.0,1.3900609014889693,0.16060236906694672,218.0,1.3782321435869394,0.192484915455497,151.0,1.3275426074572698,0.12582221232809004,131.0
H2,breakout,adxrise_atr,MonFri,28,3.0,5.0,1.6666666666666667,1,4,7,1.1814127734597595,0.03338321011564096,0.7486771462868987,1.3234645663166391,0.05934488431503635,1.456127442201389,0.08267495843732618,,,,,,,,,,,,,,,,,,,,,,5,1.2486469143866692,0.05629202253297785,156.0,1.2323918223759969,0.054636243844899596,129.0,1.1814127734597595,0.03338321011564096,200.0,2.1933525123056286,0.17809351408085533,115.0,1.6042590467708076,0.09774660601010719,218.0,1.4093644597942234,0.09922822816176594,151.0,1.3234645663166391,0.05934488431503635,131.0
H2,breakout,adxrise_atr,MonFri,28,2.0,4.5,2.25,1,4,7,1.1732826523794295,0.05051647541955548,0.7236364205755361,1.3482311695764126,0.0884340856973773,1.3769888643446397,0.10909348364171155,,,,,,,,,,,,,,,,,,,,,,6,1.1732826523794295,0.06082925572584356,156.0,1.2352706478317572,0.07988764454593876,129.0,1.1849242198437466,0.05051647541955548,200.0,1.7696530946207287,0.20952445898651972,115.0,1.5318344126115266,0.13311585271344153,218.0,1.3957258535488786,0.14134661240330446,151.0,1.3482311695764126,0.0884340856973773,131.0
H2,breakout,adxrise_atr,MonFri,28,3.0,4.5,1.5,1,4,7,1.1726767942645557,0.0317756329672543,0.7342226976487657,1.2749224261963499,0.05252556877779622,1.446195672336806,0.08044333760867124,,,,,,,,,,,,,,,,,,,,,,7,1.2149887487151463,0.04867203567300158,156.0,1.2234141989017302,0.05252556877779622,129.0,1.1726767942645557,0.0317756329672543,200.0,2.2413386085750635,0.1852548619839444,115.0,1.5828503398983658,0.09428347468087091,218.0,1.4131785898064306,0.10015275728009775,151.0,1.2749224261963499,0.050439031897733556,131.0
